rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
71,subs weekly,4.5,Jeevan Akawa,Comedy,8.08M,323.13K,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-15T03:46:07+00Z,noxinfluencer
72,subs weekly,3,Maell Lee,Comedy,8.05M,786.78K,https://www.noxinfluencer.com/youtube/channel/UCgYmNAhjfv5GYWBOfzp831Q,2022-09-15T03:46:07+00Z,noxinfluencer
73,subs weekly,2.5,TRI SUAKA CHANNEL,Entertainment,8M,14.92K,https://www.noxinfluencer.com/youtube/channel/UCxHRAILTOBZNR8J9GZFaniw,2022-09-15T03:46:07+00Z,noxinfluencer
74,subs weekly,2,Tribunnews,News & Politics,7.96M,2.84K,https://www.noxinfluencer.com/youtube/channel/UCmxAIW7RDDC88EPk4ry16Kg,2022-09-15T03:46:07+00Z,noxinfluencer
75,subs weekly,2,MD Entertainment,Film & Animation,7.82M,4.59K,https://www.noxinfluencer.com/youtube/channel/UC3e0KfJEE6s46nn6_N-DMaQ,2022-09-15T03:46:07+00Z,noxinfluencer
76,subs weekly,3.5,fikrifadlu,Entertainment,7.74M,947.14K,https://www.noxinfluencer.com/youtube/channel/UC4AXZK3XiR-kz1Nk01LhxmQ,2022-09-15T03:46:07+00Z,noxinfluencer
77,subs weekly,2.5,Rizky Riplay,Film & Animation,7.62M,388.45K,https://www.noxinfluencer.com/youtube/channel/UC7GWXKxiy9_AU9TytEh00eg,2022-09-15T03:46:07+00Z,noxinfluencer
78,subs weekly,2.5,Angga Candra,Entertainment,7.46M,234.82K,https://www.noxinfluencer.com/youtube/channel/UCJdzixqmMBoCMoMkrQ8F8FQ,2022-09-15T03:46:07+00Z,noxinfluencer
79,subs weekly,2,Cumicumi,Entertainment,7.37M,18.22K,https://www.noxinfluencer.com/youtube/channel/UC5A_pdnOOcMsaBzFAHiTMLg,2022-09-15T03:46:07+00Z,noxinfluencer
80,subs weekly,3.5,Oura Gaming,Gaming,7.27M,353.14K,https://www.noxinfluencer.com/youtube/channel/UCirWugW5e03u3DUGA87s58A,2022-09-15T03:46:07+00Z,noxinfluencer
81,subs weekly,0,Royan Mobil RC,Autos & Vehicles,7.25M,15.06K,https://www.noxinfluencer.com/youtube/channel/UCzqSaeUu-jYcfRcOjBFq0DA,2022-09-15T03:46:07+00Z,noxinfluencer
82,subs weekly,1.5,animasinopal,Comedy,7.24M,3.47M,https://www.noxinfluencer.com/youtube/channel/UC5IA7MpYcbhbA28RgyQrV0A,2022-09-15T03:46:07+00Z,noxinfluencer
83,subs weekly,0.5,Official Sabyan gambus,Music,7.13M,123.97M,https://www.noxinfluencer.com/youtube/channel/UCfMcMOvgflhwW3FQtLosn7Q,2022-09-15T03:46:07+00Z,noxinfluencer
84,subs weekly,4.5,Putih Abu-Abu,Music,7.11M,1.35M,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-15T03:46:07+00Z,noxinfluencer
85,subs weekly,2.5,Muse Indonesia,Film & Animation,7.06M,35.45K,https://www.noxinfluencer.com/youtube/channel/UCxxnxya_32jcKj4yN1_kD7A,2022-09-15T03:46:07+00Z,noxinfluencer
86,subs weekly,2.5,musisi jogja project,Music,6.97M,24.65K,https://www.noxinfluencer.com/youtube/channel/UCUE-BF1Q5E6Sz1KidSnSRYw,2022-09-15T03:46:07+00Z,noxinfluencer
87,subs weekly,2.5,Rasyah Rasyid,Gaming,6.96M,79.56K,https://www.noxinfluencer.com/youtube/channel/UCEgqJ5EKBATUwpkM6fVuGiA,2022-09-15T03:46:07+00Z,noxinfluencer
88,subs weekly,2,Hi Patrick,Entertainment,6.95M,47.17K,https://www.noxinfluencer.com/youtube/channel/UCZB0J8mVXqPe3ej6UYlS4DQ,2022-09-15T03:46:07+00Z,noxinfluencer
89,subs weekly,3.5,Heidi dan Zidane,People & Blogs,6.82M,154.05K,https://www.noxinfluencer.com/youtube/channel/UCcp_vTc53n_HfHRShAAEyCw,2022-09-15T03:46:07+00Z,noxinfluencer
90,subs weekly,2,DJ Opus,Music,6.81M,142.18K,https://www.noxinfluencer.com/youtube/channel/UCwTSXttL8gc13UlPXU7YNjQ,2022-09-15T03:46:07+00Z,noxinfluencer
91,subs weekly,3,Kang Ujang Busthomi cirebon,People & Blogs,6.73M,254.69K,https://www.noxinfluencer.com/youtube/channel/UCxTVvAgJyIjw-zmJex4nyhg,2022-09-15T03:46:07+00Z,noxinfluencer
92,subs weekly,3.5,123 GO! Indonesian,Howto & Style,6.67M,1.08M,https://www.noxinfluencer.com/youtube/channel/UC43nz9qnZ7AIrbOlfxejTig,2022-09-15T03:46:07+00Z,noxinfluencer
93,subs weekly,2.5,KULGAR,Gaming,6.57M,50.93K,https://www.noxinfluencer.com/youtube/channel/UCBcREx7wgTLTIj_VKFgOEDQ,2022-09-15T03:46:07+00Z,noxinfluencer
94,subs weekly,1.5,FATEH HALILINTAR,Entertainment,6.56M,860.59K,https://www.noxinfluencer.com/youtube/channel/UCi_ujFc2fgNt21RgVY5hvGg,2022-09-15T03:46:07+00Z,noxinfluencer
95,subs weekly,2.5,86 & Custom Protection NET,Entertainment,6.53M,22.21K,https://www.noxinfluencer.com/youtube/channel/UCkjCVt4XfWH_S_2_ayNTTIA,2022-09-15T03:46:07+00Z,noxinfluencer
96,subs weekly,2,Sidul Tube,Entertainment,6.53M,8.57K,https://www.noxinfluencer.com/youtube/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,2022-09-15T03:46:07+00Z,noxinfluencer
97,subs weekly,0.5,Indonesian Idol,Entertainment,6.46M,932.2K,https://www.noxinfluencer.com/youtube/channel/UCpr5mSSUbIQU816dNjaDdyg,2022-09-15T03:46:07+00Z,noxinfluencer
98,subs weekly,2.5,Obbyphy,Gaming,6.45M,272.38K,https://www.noxinfluencer.com/youtube/channel/UC8J8jWVZK9isJAU579ulheg,2022-09-15T03:46:07+00Z,noxinfluencer
99,subs weekly,3,Calon Sarjana,Entertainment,6.41M,67.03K,https://www.noxinfluencer.com/youtube/channel/UC-ASDT9n-sUPwA7uUPN0OoQ,2022-09-15T03:46:07+00Z,noxinfluencer
100,subs weekly,3.5,TAULANY TV,People & Blogs,6.36M,1.32M,https://www.noxinfluencer.com/youtube/channel/UC6SPCnTAIanF2_8ST2wrQzw,2022-09-15T03:46:07+00Z,noxinfluencer
1,avgview weekly,3,Indonesian Youtubers,People & Blogs,1.56M,19.91M,https://www.noxinfluencer.com/youtube/channel/UC-z1ubmS-iHMVr83EEwRS2g,2022-09-15T03:46:08+00Z,noxinfluencer
2,avgview weekly,3.5,Aishwa Nahla Official,Music,9.24M,9.29M,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-15T03:46:08+00Z,noxinfluencer
3,avgview weekly,3,Itakimo Bali,Comedy,1.2M,8.86M,https://www.noxinfluencer.com/youtube/channel/UCMwoWc6kXCqdOq6qLlH59Lw,2022-09-15T03:46:08+00Z,noxinfluencer
4,avgview weekly,3,MILYHYA,Gaming,5.05M,8.81M,https://www.noxinfluencer.com/youtube/channel/UC0ohl1eKTtlJNqbD-HWRQVg,2022-09-15T03:46:08+00Z,noxinfluencer
5,avgview weekly,2.5,Grab Indonesia,People & Blogs,402K,7.9M,https://www.noxinfluencer.com/youtube/channel/UCGW3n9AJpF31TS9hqC7FXdw,2022-09-15T03:46:08+00Z,noxinfluencer
6,avgview weekly,2,IT'S ME BCL,People & Blogs,2.96M,6.67M,https://www.noxinfluencer.com/youtube/channel/UCUlBc3wk27vIlAYDaIxtOIQ,2022-09-15T03:46:08+00Z,noxinfluencer
7,avgview weekly,3,RAFFA BADRI29,Music,1.81M,6.62M,https://www.noxinfluencer.com/youtube/channel/UCPRMSOHYjpyZ5cZZR9-rgZg,2022-09-15T03:46:08+00Z,noxinfluencer
8,avgview weekly,2,Maulana Ardiansyah,Music,2.07M,6.29M,https://www.noxinfluencer.com/youtube/channel/UCfHQmOQ1Ynej5GZsU83hOSA,2022-09-15T03:46:08+00Z,noxinfluencer
9,avgview weekly,2.5,Kredivo,Science & Technology,84.1K,6.15M,https://www.noxinfluencer.com/youtube/channel/UCMNUm-na4GVPM4qR9YqZKug,2022-09-15T03:46:08+00Z,noxinfluencer
10,avgview weekly,2.5,Mr Fian,Gaming,1.77M,5.89M,https://www.noxinfluencer.com/youtube/channel/UCtT3Ol5D1Rw4Icjt2qgsG7g,2022-09-15T03:46:08+00Z,noxinfluencer
11,avgview weekly,3,Arief Putra,Music,1.2M,5.72M,https://www.noxinfluencer.com/youtube/channel/UCmiJjv8BbzLahKpsfkQaBnA,2022-09-15T03:46:08+00Z,noxinfluencer
12,avgview weekly,3.5,WOKO CHANNEL,Comedy,2.21M,5.2M,https://www.noxinfluencer.com/youtube/channel/UCPvfUrQ8M4OmrnoGwrDuAaQ,2022-09-15T03:46:08+00Z,noxinfluencer
13,avgview weekly,2.5,IPANK PRO,Music,616K,4.85M,https://www.noxinfluencer.com/youtube/channel/UCNLjlxlDYKdGCK183mwA_ig,2022-09-15T03:46:08+00Z,noxinfluencer
14,avgview weekly,2,Tahta Rizky Origma,Travel & Events,542K,4.74M,https://www.noxinfluencer.com/youtube/channel/UCNCLmBtGIE0oXxZ0KY33KUA,2022-09-15T03:46:08+00Z,noxinfluencer
15,avgview weekly,2.5,LINTANG MEDIA,Education,4.33M,4.72M,https://www.noxinfluencer.com/youtube/channel/UCvFbK1xQGHlMBWRnGCVPF-Q,2022-09-15T03:46:08+00Z,noxinfluencer
16,avgview weekly,4,Willie Salim,People & Blogs,6.03M,4.64M,https://www.noxinfluencer.com/youtube/channel/UCPCaXSwaos-QI03iZtx8I6g,2022-09-15T03:46:08+00Z,noxinfluencer
17,avgview weekly,3,Bryan Furran,Comedy,1.84M,4.59M,https://www.noxinfluencer.com/youtube/channel/UCXHGdWKfu_AHn4Ygy7dP7oA,2022-09-15T03:46:08+00Z,noxinfluencer
18,avgview weekly,4,The tira,Entertainment,1.24M,4.49M,https://www.noxinfluencer.com/youtube/channel/UCCy2xE0E7D1QN3sp89JL7qA,2022-09-15T03:46:08+00Z,noxinfluencer
19,avgview weekly,4,BAGAS CRAFT,Film & Animation,3.21M,4.32M,https://www.noxinfluencer.com/youtube/channel/UCsO46TcN-gMwcFo3VbPav-g,2022-09-15T03:46:08+00Z,noxinfluencer
20,avgview weekly,2.5,L'Oréal Paris Indonesia,Education,89.4K,4.29M,https://www.noxinfluencer.com/youtube/channel/UCkWwW6alB0DURnZOl5RxSJw,2022-09-15T03:46:08+00Z,noxinfluencer
21,avgview weekly,2,3way Asiska,Music,2.11M,4.26M,https://www.noxinfluencer.com/youtube/channel/UCTa6bzbqjx604RGk9FTN7bg,2022-09-15T03:46:08+00Z,noxinfluencer
22,avgview weekly,3.5,Gerrard Wijaya,Gaming,4.08M,4.17M,https://www.noxinfluencer.com/youtube/channel/UCkzbfqQmXyAPY_XEsJvkcWg,2022-09-15T03:46:08+00Z,noxinfluencer
23,avgview weekly,4.5,Billy karavdic,Comedy,2.44M,3.82M,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-15T03:46:08+00Z,noxinfluencer
24,avgview weekly,4.5,Deddy Corbuzier,Entertainment,19.4M,3.77M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-15T03:46:08+00Z,noxinfluencer
25,avgview weekly,4,bobacott,Gaming,1.73M,3.7M,https://www.noxinfluencer.com/youtube/channel/UC0CxleerqkHYVcJieek39rw,2022-09-15T03:46:08+00Z,noxinfluencer
26,avgview weekly,2,AHHA MUSIC,Music,1.34M,3.55M,https://www.noxinfluencer.com/youtube/channel/UC6kwA_uLrl-a3EdkY_aDJ-w,2022-09-15T03:46:08+00Z,noxinfluencer
27,avgview weekly,4,WILSON SINAI,Comedy,1.26M,3.51M,https://www.noxinfluencer.com/youtube/channel/UC7NjHQFW-iD0nZy2javtbsA,2022-09-15T03:46:08+00Z,noxinfluencer
28,avgview weekly,2,Arvian Dwi,Music,1.21M,3.47M,https://www.noxinfluencer.com/youtube/channel/UCDiZ0buP7Mx3k9bWULlNUfQ,2022-09-15T03:46:08+00Z,noxinfluencer
29,avgview weekly,4.5,WARINTIL OFFICIAL,Comedy,8.14M,3.43M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-15T03:46:08+00Z,noxinfluencer
30,avgview weekly,2,Kangen Band Official,Music,1.58M,3.4M,https://www.noxinfluencer.com/youtube/channel/UCGx_8w3WQpD2lbVLt53-BYA,2022-09-15T03:46:08+00Z,noxinfluencer
