rank,filter,grade,name,quality,virality,frequency,subscribers,views,stats_url,date_scraped,source
70,video views,171,eybel channel,4,7,52,3390000,1392776036,https://graphyrepo.com/p/eybelchannel-a4a3dd43,2022-09-18T03:46:45+00Z,graphyrepo
71,video views,203,Bobon Santoso,7,7,51,9130000,1382273780,https://graphyrepo.com/p/bobonsantoso-6bd2e181,2022-09-18T03:46:45+00Z,graphyrepo
72,video views,201,BIBO dan Mainan,0,7,50,3870000,1353731488,https://graphyrepo.com/p/bibodanmainan-d35869c5,2022-09-18T03:46:45+00Z,graphyrepo
73,video views,231,GP Records,1,7,50,1770000,1336581681,https://graphyrepo.com/p/gprecords-c6206c00,2022-09-18T03:46:45+00Z,graphyrepo
74,video views,757,Dyland PROS,62,100,56,15500000,1304933794,https://graphyrepo.com/p/dylandpros-c1889ee7,2022-09-18T03:46:45+00Z,graphyrepo
75,video views,307,musisi jogja project,22,24,57,6970000,1296849568,https://graphyrepo.com/p/musisijogjaproject-211bed4c,2022-09-18T03:46:45+00Z,graphyrepo
76,video views,203,TAULANY TV,11,10,51,6360000,1287900885,https://graphyrepo.com/p/taulanytv-2a8777d7,2022-09-18T03:46:45+00Z,graphyrepo
77,video views,182,Kids Tv Indonesia - kartun & lagu anak anak,0,0,52,3690000,1279852590,https://graphyrepo.com/p/kidstvindonesiakartunlaguanakanak-3fa414ae,2022-09-18T03:46:45+00Z,graphyrepo
78,video views,235,Daftar5,7,14,54,8290000,1275954436,https://graphyrepo.com/p/daftar5-88b2c233,2022-09-18T03:46:45+00Z,graphyrepo
79,video views,271,The Hermansyah A6,11,7,53,5930000,1248179106,https://graphyrepo.com/p/thehermansyaha6-34846978,2022-09-18T03:46:45+00Z,graphyrepo
80,video views,327,Felix Official,30,12,51,5030000,1216371506,https://graphyrepo.com/p/felixofficial-66f2358f,2022-09-18T03:46:45+00Z,graphyrepo
81,video views,247,Lazada Indonesia,4,7,53,736000,1197856127,https://graphyrepo.com/p/lazadaindonesia-f54dbf4e,2022-09-18T03:46:45+00Z,graphyrepo
82,video views,227,BeaBeo Lagu Anak Indonesia,0,7,50,3350000,1184344784,https://graphyrepo.com/p/beabeolaguanakindonesia-cc5bf69e,2022-09-18T03:46:45+00Z,graphyrepo
83,video views,203,Nex Carlos,7,7,51,4610000,1172740771,https://graphyrepo.com/p/nexcarlos-d2a2dff6,2022-09-18T03:46:45+00Z,graphyrepo
84,video views,242,MVP Entertainment ID,4,7,62,3240000,1167026359,https://graphyrepo.com/p/mvpentertainmentid-0654cc1a,2022-09-18T03:46:45+00Z,graphyrepo
85,video views,256,EDUTAINMENT TRANS7 OFFICIAL,10,7,84,2790000,1145129389,https://graphyrepo.com/p/edutainmenttrans7official-0b801d29,2022-09-18T03:46:45+00Z,graphyrepo
86,video views,235,Keira Charma,10,7,50,4450000,1125064975,https://graphyrepo.com/p/keiracharma-4d49e5a5,2022-09-18T03:46:45+00Z,graphyrepo
87,video views,229,Angga Candra,7,7,51,7470000,1119286824,https://graphyrepo.com/p/anggacandra-33c3425f,2022-09-18T03:46:45+00Z,graphyrepo
88,video views,201,Pixel Kinaragendis,0,7,50,2770000,1113082375,https://graphyrepo.com/p/pixelkinaragendis-8b67fca9,2022-09-18T03:46:45+00Z,graphyrepo
89,video views,277,SAAIHALILINTAR,22,7,50,12600000,1105231985,https://graphyrepo.com/p/saaihalilintar-3d758db9,2022-09-18T03:46:45+00Z,graphyrepo
90,video views,221,Khatulistiwa Record,5,0,50,2830000,1080114124,https://graphyrepo.com/p/khatulistiwarecord-4569ea65,2022-09-18T03:46:45+00Z,graphyrepo
91,video views,234,Farida Nurhan,7,7,54,4500000,1078160274,https://graphyrepo.com/p/faridanurhan-610d9c01,2022-09-18T03:46:45+00Z,graphyrepo
92,video views,194,Yaya Kids Stations,4,7,51,2580000,1076014878,https://graphyrepo.com/p/yayakidsstations-3691fdbd,2022-09-18T03:46:45+00Z,graphyrepo
93,video views,202,Little Princess Shinta,0,0,50,2560000,1072046582,https://graphyrepo.com/p/littleprincessshinta-1f5d587a,2022-09-18T03:46:45+00Z,graphyrepo
94,video views,352,Rizky Riplay,42,7,50,7620000,1071963345,https://graphyrepo.com/p/rizkyriplay-2c219ce5,2022-09-18T03:46:45+00Z,graphyrepo
95,video views,186,DD STAR RECORD,2,0,50,2520000,1050232238,https://graphyrepo.com/p/ddstarrecord-e7be46ce,2022-09-18T03:46:45+00Z,graphyrepo
96,video views,292,TomoNews Indonesia,15,16,52,2280000,1050040683,https://graphyrepo.com/p/tomonewsindonesia-e6562c0f,2022-09-18T03:46:45+00Z,graphyrepo
97,video views,233,Namiratek Fun,0,7,53,2670000,1049248094,https://graphyrepo.com/p/namiratekfun-a94cdab2,2022-09-18T03:46:45+00Z,graphyrepo
98,video views,205,Farmees Indonesia - Lagu Anak Anak,0,7,52,2720000,1031319499,https://graphyrepo.com/p/farmeesindonesialaguanakanak-74495e1a,2022-09-18T03:46:45+00Z,graphyrepo
99,video views,177,Milady Record Official,0,7,50,2600000,1019194122,https://graphyrepo.com/p/miladyrecordofficial-3bc538f1,2022-09-18T03:46:45+00Z,graphyrepo
100,video views,245,Pro-M,5,7,50,1400000,1016078913,https://graphyrepo.com/p/prom-91eb8171,2022-09-18T03:46:45+00Z,graphyrepo
