rank,filter,grade,name,quality,virality,frequency,subscribers,views,stats_url,date_scraped,source
17,video views,341,MD Entertainment,14,15,69,7830000,3799362146,https://graphyrepo.com/p/mdentertainment-dfc17eb6,2022-09-18T03:46:45+00Z,graphyrepo
18,video views,324,Trinity Optima Production,22,12,50,5890000,3551808061,https://graphyrepo.com/p/trinityoptimaproduction-1df4a4cd,2022-09-18T03:46:45+00Z,graphyrepo
19,video views,203,Arif muhammad,7,0,50,14500000,3469239872,https://graphyrepo.com/p/arifmuhammad-b96b828c,2022-09-18T03:46:45+00Z,graphyrepo
20,video views,188,fikrifadlu ,3,7,50,7740000,3373404811,https://graphyrepo.com/p/fikrifadlu-62300ac2,2022-09-18T03:46:45+00Z,graphyrepo
21,video views,176,The LetsPlay Family,0,7,50,8980000,3341565737,https://graphyrepo.com/p/theletsplayfamily-375a3d33,2022-09-18T03:46:45+00Z,graphyrepo
22,video views,503,GEN HALILINTAR,41,66,50,18100000,3196969192,https://graphyrepo.com/p/genhalilintar-a3c95282,2022-09-18T03:46:45+00Z,graphyrepo
23,video views,405,tanboy kun,24,33,51,16400000,3107848463,https://graphyrepo.com/p/tanboykun-0379219a,2022-09-18T03:46:45+00Z,graphyrepo
24,video views,238,The Shiny Peanut,10,7,50,12900000,2842302941,https://graphyrepo.com/p/theshinypeanut-e78c6717,2022-09-18T03:46:45+00Z,graphyrepo
25,video views,265,Musica Studios,2,15,51,3920000,2826639584,https://graphyrepo.com/p/musicastudios-d3e9b863,2022-09-18T03:46:45+00Z,graphyrepo
26,video views,192,Zara Cute,3,7,52,3290000,2793433950,https://graphyrepo.com/p/zaracute-054bb09d,2022-09-18T03:46:45+00Z,graphyrepo
27,video views,216,86 & Custom Protection NET,7,7,57,6530000,2619683135,https://graphyrepo.com/p/86customprotectionnet-349bb358,2022-09-18T03:46:45+00Z,graphyrepo
28,video views,410,Naisa Alifia Yuriza (N.A.Y),33,33,51,17900000,2583559446,https://graphyrepo.com/p/naisaalifiayurizanay-d4cb79bd,2022-09-18T03:46:45+00Z,graphyrepo
29,video views,201,Nussa Official,14,7,50,8840000,2570744770,https://graphyrepo.com/p/nussaofficial-b18e6415,2022-09-18T03:46:45+00Z,graphyrepo
30,video views,369,Teguh Sugianto,26,20,53,5720000,2246929777,https://graphyrepo.com/p/teguhsugianto-439d9107,2022-09-18T03:46:45+00Z,graphyrepo
31,video views,370,BeaconCream,26,20,54,5270000,2191860294,https://graphyrepo.com/p/beaconcream-0a8fa45e,2022-09-18T03:46:45+00Z,graphyrepo
32,video views,219,Diva The Series Official,5,7,50,4570000,2184300797,https://graphyrepo.com/p/divatheseries-3cf059a9,2022-09-18T03:46:45+00Z,graphyrepo
33,video views,318,Nihongo Mantappu,29,10,53,9680000,2175259154,https://graphyrepo.com/p/nihongomantappu-8e2e86aa,2022-09-18T03:46:45+00Z,graphyrepo
34,video views,185,DeLirik,5,7,56,4500000,2147783030,https://graphyrepo.com/p/delirik-5416e484,2022-09-18T03:46:45+00Z,graphyrepo
35,video views,409,GadgetIn,37,28,51,9820000,2147427199,https://graphyrepo.com/p/gadgetin-355944e2,2022-09-18T03:46:45+00Z,graphyrepo
36,video views,260,MasterChef Indonesia,10,7,50,3690000,1979536882,https://graphyrepo.com/p/masterchefindonesia-d546e9e0,2022-09-18T03:46:45+00Z,graphyrepo
37,video views,370,Oura Gaming,10,40,59,7270000,1976085989,https://graphyrepo.com/p/ouragaming-29058214,2022-09-18T03:46:45+00Z,graphyrepo
38,video views,293,Official NET News,5,16,83,3410000,1911383538,https://graphyrepo.com/p/officialnetnews-1bf848a0,2022-09-18T03:46:45+00Z,graphyrepo
39,video views,257,Daftar Populer,10,7,59,14700000,1904070949,https://graphyrepo.com/p/daftarpopuler-3f41c05f,2022-09-18T03:46:45+00Z,graphyrepo
40,video views,251,Indonesian Idol,7,7,50,6460000,1832100617,https://graphyrepo.com/p/indonesianidol-f2adb831,2022-09-18T03:46:45+00Z,graphyrepo
41,video views,346,Putih Abu-Abu,30,24,51,7120000,1824445651,https://graphyrepo.com/p/putihabuabu-bdf9b360,2022-09-18T03:46:45+00Z,graphyrepo
42,video views,415,Jessica Jane,74,0,51,10900000,1806323807,https://graphyrepo.com/p/jessicajane-0eda708d,2022-09-18T03:46:45+00Z,graphyrepo
43,video views,250,Ani Nurhayani,11,7,55,9270000,1721077152,https://graphyrepo.com/p/aninurhayani-3464f947,2022-09-18T03:46:45+00Z,graphyrepo
44,video views,219,Gudang Tutorial,10,0,52,4170000,1698891007,https://graphyrepo.com/p/gudangtutorial-a2b572ce,2022-09-18T03:46:45+00Z,graphyrepo
45,video views,281,Maul Ibra,15,20,53,5490000,1654972779,https://graphyrepo.com/p/maulibra-a658b733,2022-09-18T03:46:45+00Z,graphyrepo
46,video views,626,deHakims,20,100,53,8950000,1638884612,https://graphyrepo.com/p/dehakims-3c9c07dd,2022-09-18T03:46:45+00Z,graphyrepo
47,video views,151,Kastari Sentra,0,7,50,3970000,1633947440,https://graphyrepo.com/p/kastarisentra-05e99c6d,2022-09-18T03:46:45+00Z,graphyrepo
48,video views,379,Rendy Rangers,26,20,58,9200000,1632375034,https://graphyrepo.com/p/rendyrangers-8d570c52,2022-09-18T03:46:45+00Z,graphyrepo
49,video views,201,Lifia Niala,0,7,50,2380000,1627624494,https://graphyrepo.com/p/lifianiala-dc508c8b,2022-09-18T03:46:45+00Z,graphyrepo
50,video views,312,BrandonKent Everything,10,40,55,6180000,1625117932,https://graphyrepo.com/p/brandonkenteverything-6261705e,2022-09-18T03:46:45+00Z,graphyrepo
51,video views,223,Stresmen,18,8,53,3830000,1624643807,https://graphyrepo.com/p/stresmen-8f1e0cd3,2022-09-18T03:46:45+00Z,graphyrepo
52,video views,319,Erpan1140,20,20,50,8080000,1593586058,https://graphyrepo.com/p/erpan1140-f30642ad,2022-09-18T03:46:45+00Z,graphyrepo
53,video views,330,WeTV Indonesia,14,7,89,5240000,1588828986,https://graphyrepo.com/p/wetvindonesia-094b87f7,2022-09-18T03:46:45+00Z,graphyrepo
54,video views,255,Jonathan Liandi,8,16,57,4860000,1573352098,https://graphyrepo.com/p/jonathanliandi-af9fee27,2022-09-18T03:46:45+00Z,graphyrepo
55,video views,420,PANJI PETUALANG,20,50,50,9270000,1569624255,https://graphyrepo.com/p/panjipetualang-b667494b,2022-09-18T03:46:45+00Z,graphyrepo
56,video views,240,Hana Callista,3,14,51,3870000,1560019015,https://graphyrepo.com/p/hanacallista-e00d5d75,2022-09-18T03:46:45+00Z,graphyrepo
57,video views,298,DENNY CAKNAN,22,12,50,5170000,1539621249,https://graphyrepo.com/p/dennycaknan-c0f4eb0e,2022-09-18T03:46:45+00Z,graphyrepo
58,video views,279,Tokopedia,15,7,50,2320000,1536655902,https://graphyrepo.com/p/tokopedia-0633d5ff,2022-09-18T03:46:45+00Z,graphyrepo
59,video views,282,ACI GameSpot,13,8,53,3100000,1522211060,https://graphyrepo.com/p/acigamespot-1fe461cc,2022-09-18T03:46:45+00Z,graphyrepo
60,video views,207,GoDuplo TV,14,0,52,3110000,1521507410,https://graphyrepo.com/p/goduplotv-d4b2db74,2022-09-18T03:46:45+00Z,graphyrepo
61,video views,212,Google Indonesia,17,7,50,754000,1520893209,https://graphyrepo.com/p/googleindonesia-bd137689,2022-09-18T03:46:45+00Z,graphyrepo
62,video views,164,Ibu dan Balita Indonesia,3,0,50,4080000,1511884372,https://graphyrepo.com/p/ibudanbalitaindonesia-2a6f7df2,2022-09-18T03:46:45+00Z,graphyrepo
63,video views,202,Grab Indonesia,0,7,50,403000,1503488894,https://graphyrepo.com/p/grabindonesia-0bd167d3,2022-09-18T03:46:45+00Z,graphyrepo
64,video views,520,Sani Music Indonesia,5,92,51,3320000,1480898763,https://graphyrepo.com/p/sanimusicindonesia-1ebb526d,2022-09-18T03:46:45+00Z,graphyrepo
65,video views,127,Lagu Anak TV,0,0,50,4040000,1472980572,https://graphyrepo.com/p/laguanaktv-032043ca,2022-09-18T03:46:45+00Z,graphyrepo
66,video views,201,LINTANG MEDIA,0,7,50,4340000,1457861938,https://graphyrepo.com/p/lintangmedia-ce502b7e,2022-09-18T03:46:45+00Z,graphyrepo
67,video views,314,Nessie Judge,27,10,52,9570000,1426787365,https://graphyrepo.com/p/nessiejudge-5544837c,2022-09-18T03:46:45+00Z,graphyrepo
68,video views,303,Azuya Surya,18,16,53,4440000,1413557549,https://graphyrepo.com/p/azuyasurya-53aa8cbe,2022-09-18T03:46:45+00Z,graphyrepo
69,video views,278,Global Musik Era Digital,5,15,52,4100000,1394490687,https://graphyrepo.com/p/globalmusikeradigital-630cd64c,2022-09-18T03:46:45+00Z,graphyrepo
