rank,filter,grade,name,quality,virality,frequency,subscribers,views,stats_url,date_scraped,source
36,subscribers,194,Nussa Official,12,7,50,8840000,2568266614,https://graphyrepo.com/p/nussaofficial-b18e6415,2022-09-15T03:46:06+00Z,graphyrepo
37,subscribers,233,Daftar5,3,18,54,8280000,1274623558,https://graphyrepo.com/p/daftar5-88b2c233,2022-09-15T03:46:06+00Z,graphyrepo
38,subscribers,502,kemas pake z,0,100,50,8280000,778138713,https://graphyrepo.com/p/kemaspakez-404035b8,2022-09-15T03:46:06+00Z,graphyrepo
39,subscribers,333,Erpan1140,24,20,50,8080000,1592856251,https://graphyrepo.com/p/erpan1140-f30642ad,2022-09-15T03:46:06+00Z,graphyrepo
40,subscribers,276,Maell Lee,10,24,50,8050000,744328389,https://graphyrepo.com/p/maelllee-78853b1c,2022-09-15T03:46:06+00Z,graphyrepo
41,subscribers,404,Tribunnews,14,16,98,7960000,5426110070,https://graphyrepo.com/p/tribunnews-c37dffa9,2022-09-15T03:46:06+00Z,graphyrepo
42,subscribers,336,MD Entertainment,12,15,70,7820000,3795054355,https://graphyrepo.com/p/mdentertainment-dfc17eb6,2022-09-15T03:46:06+00Z,graphyrepo
43,subscribers,192,fikrifadlu ,3,8,50,7740000,3371281442,https://graphyrepo.com/p/fikrifadlu-62300ac2,2022-09-15T03:46:06+00Z,graphyrepo
44,subscribers,333,Rizky Riplay,37,7,50,7620000,1070746810,https://graphyrepo.com/p/rizkyriplay-2c219ce5,2022-09-15T03:46:06+00Z,graphyrepo
45,subscribers,231,Angga Candra,6,8,51,7460000,1118675289,https://graphyrepo.com/p/anggacandra-33c3425f,2022-09-15T03:46:06+00Z,graphyrepo
46,subscribers,368,Oura Gaming,10,40,59,7270000,1972897543,https://graphyrepo.com/p/ouragaming-29058214,2022-09-15T03:46:06+00Z,graphyrepo
47,subscribers,527,animasinopal,0,100,50,7240000,796037377,https://graphyrepo.com/p/animasinopal-d585699a,2022-09-15T03:46:06+00Z,graphyrepo
48,subscribers,322,Putih Abu-Abu,30,18,51,7110000,1818949887,https://graphyrepo.com/p/putihabuabu-bdf9b360,2022-09-15T03:46:06+00Z,graphyrepo
49,subscribers,282,musisi jogja project,22,18,56,6970000,1296195816,https://graphyrepo.com/p/musisijogjaproject-211bed4c,2022-09-15T03:46:06+00Z,graphyrepo
50,subscribers,318,Rasyah Rasyid,20,20,51,6960000,684492420,https://graphyrepo.com/p/rasyahrasyid-cd3d512c,2022-09-15T03:46:06+00Z,graphyrepo
51,subscribers,223,Hi Patrick,19,8,50,6950000,743803768,https://graphyrepo.com/p/hipatrick-5ab3b63e,2022-09-15T03:46:06+00Z,graphyrepo
52,subscribers,205,DJ Opus,6,8,51,6810000,588687783,https://graphyrepo.com/p/djopus-0b51b5fc,2022-09-15T03:46:06+00Z,graphyrepo
53,subscribers,298,FATEH HALILINTAR,19,8,50,6560000,279406157,https://graphyrepo.com/p/fatehhalilintar-22885765,2022-09-15T03:46:06+00Z,graphyrepo
54,subscribers,216,86 & Custom Protection NET,6,8,56,6530000,2618443566,https://graphyrepo.com/p/86customprotectionnet-349bb358,2022-09-15T03:46:06+00Z,graphyrepo
55,subscribers,253,Indonesian Idol,6,8,50,6460000,1831538053,https://graphyrepo.com/p/indonesianidol-f2adb831,2022-09-15T03:46:06+00Z,graphyrepo
56,subscribers,210,Calon Sarjana,9,8,60,6410000,491742358,https://graphyrepo.com/p/calonsarjana-c63cb1f3,2022-09-15T03:46:06+00Z,graphyrepo
57,subscribers,305,TAULANY TV,10,40,51,6360000,1285013523,https://graphyrepo.com/p/taulanytv-2a8777d7,2022-09-15T03:46:06+00Z,graphyrepo
58,subscribers,377,WAWAN MKS,24,40,50,6290000,491724634,https://graphyrepo.com/p/wawanmks-8a707272,2022-09-15T03:46:06+00Z,graphyrepo
59,subscribers,383,Tribun Timur,5,20,97,6270000,5453212316,https://graphyrepo.com/p/tribuntimur-f1c646c7,2022-09-15T03:46:06+00Z,graphyrepo
60,subscribers,342,Natasha Wilona,22,40,50,6200000,517745571,https://graphyrepo.com/p/natashawilona-4b7a4429,2022-09-15T03:46:06+00Z,graphyrepo
61,subscribers,311,BrandonKent Everything,10,40,55,6180000,1624239816,https://graphyrepo.com/p/brandonkenteverything-6261705e,2022-09-15T03:46:06+00Z,graphyrepo
62,subscribers,240,Vincent Raditya,9,8,50,6000000,560476266,https://graphyrepo.com/p/vincentraditya-91195d03,2022-09-15T03:46:06+00Z,graphyrepo
63,subscribers,302,The Hermansyah A6,9,18,53,5930000,1246871692,https://graphyrepo.com/p/thehermansyaha6-34846978,2022-09-15T03:46:06+00Z,graphyrepo
64,subscribers,312,Trinity Optima Production,22,8,50,5880000,3547833650,https://graphyrepo.com/p/trinityoptimaproduction-1df4a4cd,2022-09-15T03:46:06+00Z,graphyrepo
65,subscribers,369,Jurnal Risa,27,20,51,5820000,944795639,https://graphyrepo.com/p/jurnalrisa-ea5d5434,2022-09-15T03:46:06+00Z,graphyrepo
66,subscribers,289,Thariq Halilintar,22,8,52,5750000,415795897,https://graphyrepo.com/p/thariqhalilintar-5203b2a9,2022-09-15T03:46:06+00Z,graphyrepo
67,subscribers,364,Teguh Sugianto,24,20,53,5720000,2244905715,https://graphyrepo.com/p/teguhsugianto-439d9107,2022-09-15T03:46:06+00Z,graphyrepo
68,subscribers,261,Hobby Makan,10,20,51,5690000,976857288,https://graphyrepo.com/p/hobbymakan-46062043,2022-09-15T03:46:06+00Z,graphyrepo
69,subscribers,234,SABYAN,15,8,50,5650000,468865692,https://graphyrepo.com/p/sabyan-a1c01486,2022-09-15T03:46:06+00Z,graphyrepo
70,subscribers,278,Maul Ibra,14,20,53,5490000,1654543471,https://graphyrepo.com/p/maulibra-a658b733,2022-09-15T03:46:06+00Z,graphyrepo
71,subscribers,259,Picky Picks,12,18,50,5350000,504204271,https://graphyrepo.com/p/pickypicks-44535c6f,2022-09-15T03:46:06+00Z,graphyrepo
72,subscribers,353,Fakta Populer,4,35,55,5320000,594860135,https://graphyrepo.com/p/faktapopuler-586e75eb,2022-09-15T03:46:06+00Z,graphyrepo
73,subscribers,383,BeaconCream,30,20,54,5260000,2187890991,https://graphyrepo.com/p/beaconcream-0a8fa45e,2022-09-15T03:46:06+00Z,graphyrepo
74,subscribers,322,WeTV Indonesia,12,7,89,5230000,1586027192,https://graphyrepo.com/p/wetvindonesia-094b87f7,2022-09-15T03:46:06+00Z,graphyrepo
75,subscribers,286,DENNY CAKNAN,22,8,50,5170000,1537083966,https://graphyrepo.com/p/dennycaknan-c0f4eb0e,2022-09-15T03:46:06+00Z,graphyrepo
76,subscribers,319,LESTI CHANNEL,16,18,50,5160000,242724710,https://graphyrepo.com/p/lestichannel-e0b937f4,2022-09-15T03:46:06+00Z,graphyrepo
77,subscribers,308,Korea Reomit,16,20,52,5130000,875060413,https://graphyrepo.com/p/koreareomit-a38ee08c,2022-09-15T03:46:06+00Z,graphyrepo
78,subscribers,277,MAQ,16,18,54,5130000,844788981,https://graphyrepo.com/p/maq-60813f18,2022-09-15T03:46:06+00Z,graphyrepo
79,subscribers,360,MILYHYA,20,40,50,5050000,686297777,https://graphyrepo.com/p/milyhya-5514c545,2022-09-15T03:46:06+00Z,graphyrepo
80,subscribers,288,Felix Official,22,8,51,5030000,1215086282,https://graphyrepo.com/p/felixofficial-66f2358f,2022-09-15T03:46:06+00Z,graphyrepo
81,subscribers,203,NABILA SUAKA,14,7,50,4880000,850712465,https://graphyrepo.com/p/nabilasuaka-0ace4ac8,2022-09-15T03:46:06+00Z,graphyrepo
82,subscribers,271,Jonathan Liandi,13,16,57,4850000,1570317342,https://graphyrepo.com/p/jonathanliandi-af9fee27,2022-09-15T03:46:06+00Z,graphyrepo
83,subscribers,247,GA,12,7,52,4800000,512190984,https://graphyrepo.com/p/gritteagatha-69ca520a,2022-09-15T03:46:06+00Z,graphyrepo
84,subscribers,202,Ismi n Hidayah,14,7,50,4790000,449694242,https://graphyrepo.com/p/isminhidayah-0550aca3,2022-09-15T03:46:06+00Z,graphyrepo
85,subscribers,306,Al-Bahjah  TV,22,7,64,4670000,600598646,https://graphyrepo.com/p/albahjahtv-e27eaefd,2022-09-15T03:46:06+00Z,graphyrepo
86,subscribers,312,RianTV,13,33,50,4640000,523548897,https://graphyrepo.com/p/riantv-3706c9e0,2022-09-15T03:46:06+00Z,graphyrepo
87,subscribers,205,Nex Carlos,8,7,51,4610000,1171495156,https://graphyrepo.com/p/nexcarlos-d2a2dff6,2022-09-15T03:46:06+00Z,graphyrepo
88,subscribers,294,Syam Kapuk,17,7,53,4610000,391069837,https://graphyrepo.com/p/syamkapuk-3650c248,2022-09-15T03:46:06+00Z,graphyrepo
89,subscribers,280,Aish TV,14,14,51,4590000,401405012,https://graphyrepo.com/p/aishtv-a1699e49,2022-09-15T03:46:06+00Z,graphyrepo
90,subscribers,219,Diva The Series Official,5,7,50,4570000,2183442666,https://graphyrepo.com/p/divatheseries-3cf059a9,2022-09-15T03:46:06+00Z,graphyrepo
91,subscribers,219,JalanTikus,11,15,50,4570000,584479178,https://graphyrepo.com/p/jalantikus-9fbcea72,2022-09-15T03:46:06+00Z,graphyrepo
92,subscribers,235,Farida Nurhan,8,7,53,4500000,1076838042,https://graphyrepo.com/p/faridanurhan-610d9c01,2022-09-15T03:46:06+00Z,graphyrepo
93,subscribers,185,DeLirik,5,7,56,4490000,2138252021,https://graphyrepo.com/p/delirik-5416e484,2022-09-15T03:46:06+00Z,graphyrepo
94,subscribers,235,Keira Charma,10,7,50,4450000,1124262884,https://graphyrepo.com/p/keiracharma-4d49e5a5,2022-09-15T03:46:06+00Z,graphyrepo
95,subscribers,303,Azuya Surya,18,16,53,4440000,1412364805,https://graphyrepo.com/p/azuyasurya-53aa8cbe,2022-09-15T03:46:06+00Z,graphyrepo
96,subscribers,207,Permana Cuy,8,7,52,4430000,325188099,https://graphyrepo.com/p/permanacuy-fcd7464d,2022-09-15T03:46:06+00Z,graphyrepo
97,subscribers,296,RICIS TV,40,7,53,4430000,379618575,https://graphyrepo.com/p/ricistv-81c117b4,2022-09-15T03:46:06+00Z,graphyrepo
98,subscribers,211,UYE tone,2,7,50,4390000,975057024,https://graphyrepo.com/p/uyetone-580633e9,2022-09-15T03:46:06+00Z,graphyrepo
99,subscribers,342,RIZALMUK GAME,22,16,52,4390000,576556270,https://graphyrepo.com/p/rizalmukgame-11ef3b4d,2022-09-15T03:46:06+00Z,graphyrepo
100,subscribers,221,Nofin Asia,5,7,50,4340000,578435048,https://graphyrepo.com/p/nofinasia-48cf8908,2022-09-15T03:46:06+00Z,graphyrepo
1,video views,341,RCTI - LAYAR DRAMA INDONESIA,16,8,89,15400000,12994824809,https://graphyrepo.com/p/rctilayardramaindonesia-d53281f3,2022-09-15T03:46:06+00Z,graphyrepo
2,video views,496,TRANS7 OFFICIAL,24,33,96,23500000,12647033047,https://graphyrepo.com/p/trans7-ca8eca2c,2022-09-15T03:46:06+00Z,graphyrepo
3,video views,470,KOMPASTV,16,33,98,13000000,9571771269,https://graphyrepo.com/p/kompastv-7e0647cb,2022-09-15T03:46:06+00Z,graphyrepo
4,video views,381,TRANS TV Official,16,8,97,16100000,8883400602,https://graphyrepo.com/p/transtv-321c0e42,2022-09-15T03:46:06+00Z,graphyrepo
5,video views,384,MNCTV OFFICIAL ,5,24,89,13800000,7460984577,https://graphyrepo.com/p/mnctv-46b0eb10,2022-09-15T03:46:06+00Z,graphyrepo
6,video views,297,SHOPEE Indonesia,0,14,73,2510000,6805920771,https://graphyrepo.com/p/shopeeindonesia-f2138c40,2022-09-15T03:46:06+00Z,graphyrepo
7,video views,379,tvOneNews ,28,16,98,9420000,5637955999,https://graphyrepo.com/p/tvonenews-5a986d2e,2022-09-15T03:46:06+00Z,graphyrepo
8,video views,631,Frost Diamond,87,33,54,22600000,5475257282,https://graphyrepo.com/p/frostdiamond-988fafd6,2022-09-15T03:46:06+00Z,graphyrepo
9,video views,383,Tribun Timur,5,20,97,6270000,5453212316,https://graphyrepo.com/p/tribuntimur-f1c646c7,2022-09-15T03:46:06+00Z,graphyrepo
10,video views,404,Tribunnews,14,16,98,7960000,5426110070,https://graphyrepo.com/p/tribunnews-c37dffa9,2022-09-15T03:46:06+00Z,graphyrepo
11,video views,362,Ricis Official,44,14,53,30500000,5191273500,https://graphyrepo.com/p/ricisofficial-29665a11,2022-09-15T03:46:06+00Z,graphyrepo
12,video views,353,CNN Indonesia,14,16,97,9730000,5016549593,https://graphyrepo.com/p/cnnindonesia-eb7a6b09,2022-09-15T03:46:06+00Z,graphyrepo
13,video views,203,Lagu Anak Indonesia Balita,0,7,51,9350000,4545411600,https://graphyrepo.com/p/laguanakindonesiabalita-64ec861e,2022-09-15T03:46:06+00Z,graphyrepo
14,video views,213,Ini Talk Show,5,12,50,9860000,4485977029,https://graphyrepo.com/p/initalkshow-6cdb6f2d,2022-09-15T03:46:06+00Z,graphyrepo
15,video views,447,Baim Paula,50,33,53,20800000,4290794644,https://graphyrepo.com/p/baimpaula-7d2348c2,2022-09-15T03:46:06+00Z,graphyrepo
16,video views,360,AH,44,14,52,30000000,4119465189,https://graphyrepo.com/p/ah-0ee27217,2022-09-15T03:46:06+00Z,graphyrepo
17,video views,336,MD Entertainment,12,15,70,7820000,3795054355,https://graphyrepo.com/p/mdentertainment-dfc17eb6,2022-09-15T03:46:06+00Z,graphyrepo
18,video views,312,Trinity Optima Production,22,8,50,5880000,3547833650,https://graphyrepo.com/p/trinityoptimaproduction-1df4a4cd,2022-09-15T03:46:06+00Z,graphyrepo
19,video views,228,Arif muhammad,14,0,51,14500000,3464132438,https://graphyrepo.com/p/arifmuhammad-b96b828c,2022-09-15T03:46:06+00Z,graphyrepo
20,video views,192,fikrifadlu ,3,8,50,7740000,3371281442,https://graphyrepo.com/p/fikrifadlu-62300ac2,2022-09-15T03:46:06+00Z,graphyrepo
21,video views,182,The LetsPlay Family,0,8,50,8980000,3338635134,https://graphyrepo.com/p/theletsplayfamily-375a3d33,2022-09-15T03:46:06+00Z,graphyrepo
22,video views,300,GEN HALILINTAR,33,16,50,18100000,3196572732,https://graphyrepo.com/p/genhalilintar-a3c95282,2022-09-15T03:46:06+00Z,graphyrepo
23,video views,289,tanboy kun,16,8,51,16400000,3101497701,https://graphyrepo.com/p/tanboykun-0379219a,2022-09-15T03:46:06+00Z,graphyrepo
24,video views,256,The Shiny Peanut,10,12,50,12900000,2842116913,https://graphyrepo.com/p/theshinypeanut-e78c6717,2022-09-15T03:46:06+00Z,graphyrepo
25,video views,266,Musica Studios,2,15,51,3920000,2823519151,https://graphyrepo.com/p/musicastudios-d3e9b863,2022-09-15T03:46:06+00Z,graphyrepo
26,video views,194,Zara Cute,4,7,52,3290000,2791872074,https://graphyrepo.com/p/zaracute-054bb09d,2022-09-15T03:46:06+00Z,graphyrepo
27,video views,216,86 & Custom Protection NET,6,8,56,6530000,2618443566,https://graphyrepo.com/p/86customprotectionnet-349bb358,2022-09-15T03:46:06+00Z,graphyrepo
28,video views,323,Naisa Alifia Yuriza (N.A.Y),33,8,51,17900000,2578021383,https://graphyrepo.com/p/naisaalifiayurizanay-d4cb79bd,2022-09-15T03:46:06+00Z,graphyrepo
29,video views,194,Nussa Official,12,7,50,8840000,2568266614,https://graphyrepo.com/p/nussaofficial-b18e6415,2022-09-15T03:46:06+00Z,graphyrepo
30,video views,364,Teguh Sugianto,24,20,53,5720000,2244905715,https://graphyrepo.com/p/teguhsugianto-439d9107,2022-09-15T03:46:06+00Z,graphyrepo
31,video views,383,BeaconCream,30,20,54,5260000,2187890991,https://graphyrepo.com/p/beaconcream-0a8fa45e,2022-09-15T03:46:06+00Z,graphyrepo
32,video views,219,Diva The Series Official,5,7,50,4570000,2183442666,https://graphyrepo.com/p/divatheseries-3cf059a9,2022-09-15T03:46:06+00Z,graphyrepo
33,video views,347,Nihongo Mantappu,27,20,52,9680000,2170833669,https://graphyrepo.com/p/nihongomantappu-8e2e86aa,2022-09-15T03:46:06+00Z,graphyrepo
34,video views,342,GadgetIn,24,22,51,9800000,2142288246,https://graphyrepo.com/p/gadgetin-355944e2,2022-09-15T03:46:06+00Z,graphyrepo
35,video views,185,DeLirik,5,7,56,4490000,2138252021,https://graphyrepo.com/p/delirik-5416e484,2022-09-15T03:46:06+00Z,graphyrepo
36,video views,260,MasterChef Indonesia,10,7,50,3690000,1979229171,https://graphyrepo.com/p/masterchefindonesia-d546e9e0,2022-09-15T03:46:06+00Z,graphyrepo
37,video views,368,Oura Gaming,10,40,59,7270000,1972897543,https://graphyrepo.com/p/ouragaming-29058214,2022-09-15T03:46:06+00Z,graphyrepo
38,video views,267,Official NET News,5,8,84,3410000,1910477580,https://graphyrepo.com/p/officialnetnews-1bf848a0,2022-09-15T03:46:06+00Z,graphyrepo
39,video views,275,Daftar Populer,10,12,59,14600000,1901178714,https://graphyrepo.com/p/daftarpopuler-3f41c05f,2022-09-15T03:46:06+00Z,graphyrepo
40,video views,253,Indonesian Idol,6,8,50,6460000,1831538053,https://graphyrepo.com/p/indonesianidol-f2adb831,2022-09-15T03:46:06+00Z,graphyrepo
41,video views,322,Putih Abu-Abu,30,18,51,7110000,1818949887,https://graphyrepo.com/p/putihabuabu-bdf9b360,2022-09-15T03:46:06+00Z,graphyrepo
42,video views,415,Jessica Jane,74,0,51,10900000,1802044200,https://graphyrepo.com/p/jessicajane-0eda708d,2022-09-15T03:46:06+00Z,graphyrepo
43,video views,283,Tokopedia,16,7,51,2320000,1725228451,https://graphyrepo.com/p/tokopedia-0633d5ff,2022-09-15T03:46:06+00Z,graphyrepo
44,video views,248,Ani Nurhayani,9,8,54,9260000,1718372434,https://graphyrepo.com/p/aninurhayani-3464f947,2022-09-15T03:46:06+00Z,graphyrepo
45,video views,219,Gudang Tutorial,10,0,52,4170000,1697533624,https://graphyrepo.com/p/gudangtutorial-a2b572ce,2022-09-15T03:46:06+00Z,graphyrepo
46,video views,278,Maul Ibra,14,20,53,5490000,1654543471,https://graphyrepo.com/p/maulibra-a658b733,2022-09-15T03:46:06+00Z,graphyrepo
47,video views,619,deHakims,18,100,53,8950000,1637270625,https://graphyrepo.com/p/dehakims-3c9c07dd,2022-09-15T03:46:06+00Z,graphyrepo
48,video views,151,Kastari Sentra,0,7,50,3970000,1632834336,https://graphyrepo.com/p/kastarisentra-05e99c6d,2022-09-15T03:46:06+00Z,graphyrepo
49,video views,373,Rendy Rangers,24,20,57,9190000,1630681648,https://graphyrepo.com/p/rendyrangers-8d570c52,2022-09-15T03:46:06+00Z,graphyrepo
50,video views,214,Lifia Niala,4,7,50,2380000,1626853425,https://graphyrepo.com/p/lifianiala-dc508c8b,2022-09-15T03:46:06+00Z,graphyrepo
51,video views,311,BrandonKent Everything,10,40,55,6180000,1624239816,https://graphyrepo.com/p/brandonkenteverything-6261705e,2022-09-15T03:46:06+00Z,graphyrepo
52,video views,223,Stresmen,18,8,53,3830000,1622349824,https://graphyrepo.com/p/stresmen-8f1e0cd3,2022-09-15T03:46:06+00Z,graphyrepo
53,video views,333,Erpan1140,24,20,50,8080000,1592856251,https://graphyrepo.com/p/erpan1140-f30642ad,2022-09-15T03:46:06+00Z,graphyrepo
54,video views,322,WeTV Indonesia,12,7,89,5230000,1586027192,https://graphyrepo.com/p/wetvindonesia-094b87f7,2022-09-15T03:46:06+00Z,graphyrepo
55,video views,271,Jonathan Liandi,13,16,57,4850000,1570317342,https://graphyrepo.com/p/jonathanliandi-af9fee27,2022-09-15T03:46:06+00Z,graphyrepo
56,video views,413,PANJI PETUALANG,18,50,50,9260000,1568827484,https://graphyrepo.com/p/panjipetualang-b667494b,2022-09-15T03:46:06+00Z,graphyrepo
57,video views,266,Hana Callista,4,21,51,3870000,1556791146,https://graphyrepo.com/p/hanacallista-e00d5d75,2022-09-15T03:46:06+00Z,graphyrepo
58,video views,286,DENNY CAKNAN,22,8,50,5170000,1537083966,https://graphyrepo.com/p/dennycaknan-c0f4eb0e,2022-09-15T03:46:06+00Z,graphyrepo
59,video views,209,Google Indonesia,16,7,50,754000,1520886384,https://graphyrepo.com/p/googleindonesia-bd137689,2022-09-15T03:46:06+00Z,graphyrepo
60,video views,298,ACI GameSpot,18,8,53,3090000,1518344180,https://graphyrepo.com/p/acigamespot-1fe461cc,2022-09-15T03:46:06+00Z,graphyrepo
61,video views,248,GoDuplo TV,20,7,51,3110000,1517304301,https://graphyrepo.com/p/goduplotv-d4b2db74,2022-09-15T03:46:06+00Z,graphyrepo
62,video views,189,Ibu dan Balita Indonesia,4,7,50,4080000,1511670622,https://graphyrepo.com/p/ibudanbalitaindonesia-2a6f7df2,2022-09-15T03:46:06+00Z,graphyrepo
63,video views,202,Grab Indonesia,0,7,50,402000,1499003794,https://graphyrepo.com/p/grabindonesia-0bd167d3,2022-09-15T03:46:06+00Z,graphyrepo
64,video views,520,Sani Music Indonesia,5,92,51,3320000,1492055478,https://graphyrepo.com/p/sanimusicindonesia-1ebb526d,2022-09-15T03:46:06+00Z,graphyrepo
65,video views,151,Lagu Anak TV,0,7,50,4030000,1471917066,https://graphyrepo.com/p/laguanaktv-032043ca,2022-09-15T03:46:06+00Z,graphyrepo
66,video views,201,LINTANG MEDIA,0,7,50,4330000,1454365845,https://graphyrepo.com/p/lintangmedia-ce502b7e,2022-09-15T03:46:06+00Z,graphyrepo
67,video views,320,Nessie Judge,27,12,52,9570000,1424160717,https://graphyrepo.com/p/nessiejudge-5544837c,2022-09-15T03:46:06+00Z,graphyrepo
68,video views,303,Azuya Surya,18,16,53,4440000,1412364805,https://graphyrepo.com/p/azuyasurya-53aa8cbe,2022-09-15T03:46:06+00Z,graphyrepo
69,video views,278,Global Musik Era Digital,5,15,52,4100000,1391308399,https://graphyrepo.com/p/globalmusikeradigital-630cd64c,2022-09-15T03:46:06+00Z,graphyrepo
