rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
41,views monthly,0.5,Fantasi Channel,People & Blogs,295K,141.01M,https://www.noxinfluencer.com/youtube/channel/UCQZ0YJ7SRLUhgyoyF6yF9CA,2022-09-18T03:46:50+00Z,noxinfluencer
42,views monthly,2,GooBlack H,Gaming,119K,137.73M,https://www.noxinfluencer.com/youtube/channel/UCB5NC_ooc6XqV3K5x945otQ,2022-09-18T03:46:50+00Z,noxinfluencer
43,views monthly,3.5,Awvexel,Gaming,760K,136.67M,https://www.noxinfluencer.com/youtube/channel/UCmWNroH-9w1zif37r1McI_w,2022-09-18T03:46:50+00Z,noxinfluencer
44,views monthly,0.5,ALWIN TMR,People & Blogs,362K,136.64M,https://www.noxinfluencer.com/youtube/channel/UCBPzNe6upxUgXWAEuVv2Tdw,2022-09-18T03:46:50+00Z,noxinfluencer
45,views monthly,0.5,Seginim Tani,People & Blogs,241K,136.63M,https://www.noxinfluencer.com/youtube/channel/UCbR4yje1tT185XOFyLDT3Rg,2022-09-18T03:46:50+00Z,noxinfluencer
46,views monthly,1.5,Yuni Ara,People & Blogs,1.6M,135.52M,https://www.noxinfluencer.com/youtube/channel/UC46mF9fCn0OLRX0-2_AEoKg,2022-09-18T03:46:50+00Z,noxinfluencer
47,views monthly,0.5,Si Bocil - Bocah Cilik,People & Blogs,1.08M,134.57M,https://www.noxinfluencer.com/youtube/channel/UCVGju_erplX2cZtit6RjmNA,2022-09-18T03:46:50+00Z,noxinfluencer
48,views monthly,0.5,Uncu fadillah,People & Blogs,1.55M,130.42M,https://www.noxinfluencer.com/youtube/channel/UClAcgQngBDvG9lhajkD0Rbg,2022-09-18T03:46:50+00Z,noxinfluencer
49,views monthly,4,BAGAS CRAFT,Film & Animation,3.23M,128.8M,https://www.noxinfluencer.com/youtube/channel/UCsO46TcN-gMwcFo3VbPav-g,2022-09-18T03:46:50+00Z,noxinfluencer
50,views monthly,0.5,Raja Lele,People & Blogs,356K,127.88M,https://www.noxinfluencer.com/youtube/channel/UC03SHd4A56MkhFmP4S8NDMw,2022-09-18T03:46:50+00Z,noxinfluencer
51,views monthly,4,Kevin Kaez,Film & Animation,2.17M,127.13M,https://www.noxinfluencer.com/youtube/channel/UCHREPLGjsPw9dHstKOEkUkQ,2022-09-18T03:46:50+00Z,noxinfluencer
52,views monthly,1.5,Zuni and Family,People & Blogs,16.4M,126.84M,https://www.noxinfluencer.com/youtube/channel/UCAelPgCHWYyEs8-TFuOVRtg,2022-09-18T03:46:50+00Z,noxinfluencer
53,views monthly,0,direy dealova,Howto & Style,932K,125.28M,https://www.noxinfluencer.com/youtube/channel/UCp7KF0VPKGc_TA8sSo9vU8w,2022-09-18T03:46:50+00Z,noxinfluencer
54,views monthly,4,Helena Oryzani Official,People & Blogs,1.23M,124.55M,https://www.noxinfluencer.com/youtube/channel/UCM5IAL2Z-gu8jBtdoWiizNQ,2022-09-18T03:46:50+00Z,noxinfluencer
55,views monthly,3,Hasib Azizi,People & Blogs,1.52M,124.22M,https://www.noxinfluencer.com/youtube/channel/UCgIC7x2bgi0ZIHraBGj2hpQ,2022-09-18T03:46:50+00Z,noxinfluencer
56,views monthly,0,Gusmanade Official Team,Travel & Events,238K,122.97M,https://www.noxinfluencer.com/youtube/channel/UCdnvkzTlNURQRD0Ly7e6pvw,2022-09-18T03:46:50+00Z,noxinfluencer
57,views monthly,3,Rere Channel,Entertainment,4.55M,121.98M,https://www.noxinfluencer.com/youtube/channel/UCPm6FxdTZdZcT8JsddjE7vA,2022-09-18T03:46:50+00Z,noxinfluencer
58,views monthly,0.5,hanafiahmhd,People & Blogs,1.59M,121.78M,https://www.noxinfluencer.com/youtube/channel/UCQUwXKUrE2cKfafxjy_aXxA,2022-09-18T03:46:50+00Z,noxinfluencer
59,views monthly,4,Little Angel Bahasa Indonesia - Lagu Anak,Education,10M,119.74M,https://www.noxinfluencer.com/youtube/channel/UCdrHrQf0o0TO8YDntXJ4VIQ,2022-09-18T03:46:50+00Z,noxinfluencer
60,views monthly,0.5,Abil Family,People & Blogs,547K,118.91M,https://www.noxinfluencer.com/youtube/channel/UChHLyd5S8oQR9Va2hyB_0Dg,2022-09-18T03:46:50+00Z,noxinfluencer
61,views monthly,3.5,itsmeissie,Comedy,1.82M,118.62M,https://www.noxinfluencer.com/youtube/channel/UCPOyt9Ii791y25bRdoCT8aQ,2022-09-18T03:46:50+00Z,noxinfluencer
62,views monthly,4.5,SebutSaja Dayat,Comedy,2.23M,118.46M,https://www.noxinfluencer.com/youtube/channel/UCAhd_ILXgiRtpZew12-VBJA,2022-09-18T03:46:50+00Z,noxinfluencer
63,views monthly,3,Yudist Ardhana,Entertainment,12M,118.24M,https://www.noxinfluencer.com/youtube/channel/UCvc00uetYIML9D-7BBrEXLA,2022-09-18T03:46:50+00Z,noxinfluencer
64,views monthly,1,Udin Kalipang,People & Blogs,69.8K,117.02M,https://www.noxinfluencer.com/youtube/channel/UC6sLhCwdkvLAGBn10crxMXA,2022-09-18T03:46:50+00Z,noxinfluencer
65,views monthly,4,VitoSinagaPrank,Comedy,1.77M,116.14M,https://www.noxinfluencer.com/youtube/channel/UCCqPybNaOrUo-B5C2vCUQpA,2022-09-18T03:46:50+00Z,noxinfluencer
66,views monthly,1.5,diana_princess.of_wales,People & Blogs,421K,115.49M,https://www.noxinfluencer.com/youtube/channel/UCJ9_q1mzXzR1DrmY0VjUuTg,2022-09-18T03:46:50+00Z,noxinfluencer
67,views monthly,0.5,123 GO! Shorts Indonesian,Entertainment,839K,114.54M,https://www.noxinfluencer.com/youtube/channel/UCiOFOndmJ_0a0Qh7XfMlnBQ,2022-09-18T03:46:50+00Z,noxinfluencer
68,views monthly,2,SunnydahyeIn,People & Blogs,3.45M,113.91M,https://www.noxinfluencer.com/youtube/channel/UCO5p-c9u1-fi3E6EeRQKJig,2022-09-18T03:46:50+00Z,noxinfluencer
69,views monthly,0.5,Marshall Kho,People & Blogs,389K,112.03M,https://www.noxinfluencer.com/youtube/channel/UC4tsZoLDKot50z_PbXE4hkA,2022-09-18T03:46:50+00Z,noxinfluencer
70,views monthly,3,Lagu Anak Indonesia Balita,Education,9.37M,110.05M,https://www.noxinfluencer.com/youtube/channel/UC5Tg_aUYKBtpnGipTVqDDuQ,2022-09-18T03:46:50+00Z,noxinfluencer
71,views monthly,2.5,Rafli Channel,Gaming,2.08M,109.89M,https://www.noxinfluencer.com/youtube/channel/UCKpC5RI9ez1Xfjw0GYyIQYw,2022-09-18T03:46:50+00Z,noxinfluencer
72,views monthly,4,nyai kembang1,Comedy,2.33M,109.31M,https://www.noxinfluencer.com/youtube/channel/UCGxjURseFgeZ9LwPPpxW7PA,2022-09-18T03:46:50+00Z,noxinfluencer
73,views monthly,4,Miwanda Tanz,Entertainment,1.8M,109.2M,https://www.noxinfluencer.com/youtube/channel/UC1QRerSO0fvcBVZcKyk1Jhg,2022-09-18T03:46:50+00Z,noxinfluencer
74,views monthly,2.5,Mohammad Amin Bangu,News & Politics,183K,108.24M,https://www.noxinfluencer.com/youtube/channel/UCenV8Hhh3j1kzynvrOIqCjw,2022-09-18T03:46:50+00Z,noxinfluencer
75,views monthly,3,Frost Diamond,Gaming,22.6M,106.52M,https://www.noxinfluencer.com/youtube/channel/UC4hGmH5sABOA70D4fGb8qNQ,2022-09-18T03:46:50+00Z,noxinfluencer
76,views monthly,4.5,Deddy Corbuzier,Entertainment,19.5M,105.25M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-18T03:46:50+00Z,noxinfluencer
77,views monthly,2,Vaynard Gaming,Gaming,1.37M,105.21M,https://www.noxinfluencer.com/youtube/channel/UCN-aFQD7UZUryzJPdSzpZeg,2022-09-18T03:46:50+00Z,noxinfluencer
78,views monthly,4.5,WARINTIL OFFICIAL,Comedy,8.15M,105.09M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-18T03:46:50+00Z,noxinfluencer
79,views monthly,1,RESEP INSPIRASI DEBM,People & Blogs,778K,103.16M,https://www.noxinfluencer.com/youtube/channel/UCKmO6hfmnaynfgrvddZCWsw,2022-09-18T03:46:50+00Z,noxinfluencer
80,views monthly,4,Salsa and Family,Entertainment,4.65M,102.97M,https://www.noxinfluencer.com/youtube/channel/UC8mc_zJ3fMlO6tRtU9oJgEA,2022-09-18T03:46:50+00Z,noxinfluencer
81,views monthly,1,Xi Chadel,Comedy,741K,102.68M,https://www.noxinfluencer.com/youtube/channel/UCspeP-JppDaCj6_2q2leVTA,2022-09-18T03:46:50+00Z,noxinfluencer
82,views monthly,4,Rendra Noviardi,Comedy,861K,102.61M,https://www.noxinfluencer.com/youtube/channel/UCLk3t8qkP1o9F_TINkcU39A,2022-09-18T03:46:50+00Z,noxinfluencer
83,views monthly,3,Tayo Bus Kecil - Tayo Bahasa Indonesia,Education,9.05M,100M,https://www.noxinfluencer.com/youtube/channel/UCUaZwCnn6Z-16BmkKngSs0g,2022-09-18T03:46:50+00Z,noxinfluencer
84,views monthly,0.5,Dedek Soemantri,Comedy,1.06M,99.24M,https://www.noxinfluencer.com/youtube/channel/UCwjhuO66iMK5PYpG5IpEiRg,2022-09-18T03:46:50+00Z,noxinfluencer
85,views monthly,4.5,Arman Vesona,Music,1.8M,98.07M,https://www.noxinfluencer.com/youtube/channel/UCRhmWtGmW2lJ_CNGXP6hvIQ,2022-09-18T03:46:50+00Z,noxinfluencer
86,views monthly,0,Lapor Pak Shorts,Comedy,190K,96.21M,https://www.noxinfluencer.com/youtube/channel/UCL6SfuBeMfyZKN8oy5B_wmg,2022-09-18T03:46:50+00Z,noxinfluencer
87,views monthly,0.5,Fiqri NZH,Entertainment,536K,94.62M,https://www.noxinfluencer.com/youtube/channel/UCzQMIKCrKYI28yLipbakXbQ,2022-09-18T03:46:50+00Z,noxinfluencer
88,views monthly,2,TRANS TV Official,Entertainment,16.1M,92.89M,https://www.noxinfluencer.com/youtube/channel/UCIohHXwCEKxWCLvAguJ-GjA,2022-09-18T03:46:50+00Z,noxinfluencer
89,views monthly,1,Dwiki Afrilian,Comedy,292K,92.55M,https://www.noxinfluencer.com/youtube/channel/UCarAr73sn2PHpBzyb9yq5DQ,2022-09-18T03:46:50+00Z,noxinfluencer
90,views monthly,2,Official iNews,News & Politics,5.98M,91.53M,https://www.noxinfluencer.com/youtube/channel/UCoSkllfpgmFHtbVK835QaQg,2022-09-18T03:46:50+00Z,noxinfluencer
91,views monthly,0.5,Bang Tiko {KOO KIKO},People & Blogs,1.06M,91.31M,https://www.noxinfluencer.com/youtube/channel/UCJE5w9WHSBPVyEiIA18bRlw,2022-09-18T03:46:50+00Z,noxinfluencer
92,views monthly,4,Zahra Sri Aprilita,Entertainment,819K,90.79M,https://www.noxinfluencer.com/youtube/channel/UC2xhJk1-fDSNGY_TWQ8aXYA,2022-09-18T03:46:50+00Z,noxinfluencer
93,views monthly,3,DeLirik,Music,4.51M,89.72M,https://www.noxinfluencer.com/youtube/channel/UCC-c_1m2J1p_JyMMNw7wc_w,2022-09-18T03:46:50+00Z,noxinfluencer
94,views monthly,0.5,Dennys Lianto,People & Blogs,682K,89.51M,https://www.noxinfluencer.com/youtube/channel/UCHENixhgvKtYAUUB3IZeqUg,2022-09-18T03:46:50+00Z,noxinfluencer
95,views monthly,2.5,MOP Channel,Entertainment,8.14M,89.17M,https://www.noxinfluencer.com/youtube/channel/UCrrimexxJpH-zLIrg_IPV_w,2022-09-18T03:46:50+00Z,noxinfluencer
96,views monthly,3,Princess Rara,People & Blogs,1.44M,88.46M,https://www.noxinfluencer.com/youtube/channel/UC4vZ4Yk60JDWzjDDIyxH5zA,2022-09-18T03:46:50+00Z,noxinfluencer
97,views monthly,4,Balomba,Entertainment,711K,85.03M,https://www.noxinfluencer.com/youtube/channel/UCTNyONs3U2XnpqxUC3CUBew,2022-09-18T03:46:50+00Z,noxinfluencer
98,views monthly,2,Like Nastya IDN,Entertainment,15.2M,83.49M,https://www.noxinfluencer.com/youtube/channel/UCui_SuV6CzSgB1bdwL5utzg,2022-09-18T03:46:50+00Z,noxinfluencer
99,views monthly,2.5,Dunia Robot,People & Blogs,3.79M,82.99M,https://www.noxinfluencer.com/youtube/channel/UC8q-gUAJ24k33I9bC5c4KiQ,2022-09-18T03:46:50+00Z,noxinfluencer
100,views monthly,2,HARIAN SURYA,News & Politics,1.09M,82.46M,https://www.noxinfluencer.com/youtube/channel/UCdygRiDGTM9kjc-7hrrB-7Q,2022-09-18T03:46:50+00Z,noxinfluencer
