rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
29,avgview weekly,4.5,WARINTIL OFFICIAL,Komedi,8.13JT,3.44JT,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T05:55:02+00Z,noxinfluencer
30,avgview weekly,4,WILSON SINAI,Komedi,1.26JT,3.4JT,https://www.noxinfluencer.com/youtube/channel/UC7NjHQFW-iD0nZy2javtbsA,2022-09-14T05:55:02+00Z,noxinfluencer
31,avgview weekly,2,Kangen Band Official,Musik,1.58JT,3.38JT,https://www.noxinfluencer.com/youtube/channel/UCGx_8w3WQpD2lbVLt53-BYA,2022-09-14T05:55:02+00Z,noxinfluencer
32,avgview weekly,2.5,Mitsubishi Motors Indonesia,Mobil & Otomotif,61.3RB,3.38JT,https://www.noxinfluencer.com/youtube/channel/UCwnY-zUiFdgpHdF0dsjlK6g,2022-09-14T05:55:02+00Z,noxinfluencer
33,avgview weekly,3,Iklas Channel,Film & Animasi,498RB,3.33JT,https://www.noxinfluencer.com/youtube/channel/UCH9BxM8jMoEzqYS2GDxYJfg,2022-09-14T05:55:02+00Z,noxinfluencer
34,avgview weekly,3.5,Itz.Lyndice,Film & Animasi,738RB,3.31JT,https://www.noxinfluencer.com/youtube/channel/UC_cmHb36h0Pw_x_0vjc6Zng,2022-09-14T05:55:02+00Z,noxinfluencer
35,avgview weekly,3,Pastel Chocolate,Game,859RB,3.21JT,https://www.noxinfluencer.com/youtube/channel/UCa_fMXNncEQ7fOVIyyKe4ow,2022-09-14T05:55:02+00Z,noxinfluencer
36,avgview weekly,2,JUSTY ALDRIN OFFICIAL,Musik,614RB,3.1JT,https://www.noxinfluencer.com/youtube/channel/UCxv2IqPMhL3kl8cKZWsiMlg,2022-09-14T05:55:02+00Z,noxinfluencer
37,avgview weekly,3,GadgetIn Shorts,Blog & Orang,318RB,3.07JT,https://www.noxinfluencer.com/youtube/channel/UCebLKKJxRUN_z31oLtR_sIA,2022-09-14T05:55:02+00Z,noxinfluencer
38,avgview weekly,3.5,Azizah N Ferry,Blog & Orang,674RB,3.01JT,https://www.noxinfluencer.com/youtube/channel/UCTUgbCQF0rxBL36Ko9w-Yvw,2022-09-14T05:55:02+00Z,noxinfluencer
39,avgview weekly,4.5,Arif muhammad,Komedi,14.5JT,2.89JT,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T05:55:02+00Z,noxinfluencer
40,avgview weekly,3,Timur Kota Official,Hiburan,1.12JT,2.87JT,https://www.noxinfluencer.com/youtube/channel/UCjIswo364A23e-nrGx0BCbA,2022-09-14T05:55:02+00Z,noxinfluencer
41,avgview weekly,2,Bulan Sutena,Musik,885RB,2.84JT,https://www.noxinfluencer.com/youtube/channel/UCq6AeGWz7kHWV_A7nZKvbzA,2022-09-14T05:55:02+00Z,noxinfluencer
42,avgview weekly,3,DENNY CAKNAN,Hiburan,5.17JT,2.84JT,https://www.noxinfluencer.com/youtube/channel/UC0k3T5AJYvKnuc52bB7rJTA,2022-09-14T05:55:02+00Z,noxinfluencer
43,avgview weekly,2,indofoodvideos,Hiburan,244RB,2.84JT,https://www.noxinfluencer.com/youtube/channel/UCetVBycG300ofGqw9iLg5aw,2022-09-14T05:55:02+00Z,noxinfluencer
44,avgview weekly,2,WardahBeauty,Blog & Orang,284RB,2.68JT,https://www.noxinfluencer.com/youtube/channel/UCG-dvInQRUkiZdr_50jp9jw,2022-09-14T05:55:02+00Z,noxinfluencer
45,avgview weekly,3,Dokter Richard YL,Pendidikan,77.7RB,2.65JT,https://www.noxinfluencer.com/youtube/channel/UCb51ilLJxUAuJNj4QrHs4hA,2022-09-14T05:55:02+00Z,noxinfluencer
46,avgview weekly,2,Rainych Ran,Musik,2.2JT,2.53JT,https://www.noxinfluencer.com/youtube/channel/UCrrfJ_8kX6YyXE7F3pDJzEw,2022-09-14T05:55:02+00Z,noxinfluencer
47,avgview weekly,2,Rere Family,Hiburan,207RB,2.49JT,https://www.noxinfluencer.com/youtube/channel/UCTGsjjQmhyNDdSHLaBrtnfA,2022-09-14T05:55:02+00Z,noxinfluencer
48,avgview weekly,3,Craft and Makeup,Film & Animasi,298RB,2.49JT,https://www.noxinfluencer.com/youtube/channel/UCEqsa6OPRre4Z3J4ZkATNAw,2022-09-14T05:55:02+00Z,noxinfluencer
49,avgview weekly,2.5,Andra Respati Official,Musik,1.31JT,2.47JT,https://www.noxinfluencer.com/youtube/channel/UCqjkO6DmMoJktWyhxi5xC4g,2022-09-14T05:55:02+00Z,noxinfluencer
50,avgview weekly,3,AppleSauceCraft,Film & Animasi,2.22JT,2.39JT,https://www.noxinfluencer.com/youtube/channel/UC5-SnOk8O_KGFi8l06zrDow,2022-09-14T05:55:02+00Z,noxinfluencer
51,avgview weekly,3.5,GIHON MAREL LOIMALITNA,Musik,465RB,2.37JT,https://www.noxinfluencer.com/youtube/channel/UC30YyFO02NMXOrL2OOmP-qA,2022-09-14T05:55:02+00Z,noxinfluencer
52,avgview weekly,2,Aldo Bz,Musik,494RB,2.37JT,https://www.noxinfluencer.com/youtube/channel/UCNi1oPnYBLUAYfIabenDuRQ,2022-09-14T05:55:02+00Z,noxinfluencer
53,avgview weekly,2.5,TMG Riz,Hiburan,835RB,2.32JT,https://www.noxinfluencer.com/youtube/channel/UCRsN-4Nsdr9I26ZDbrFsIsg,2022-09-14T05:55:02+00Z,noxinfluencer
54,avgview weekly,3.5,Alip_Ba_Ta,Musik,5.55JT,2.25JT,https://www.noxinfluencer.com/youtube/channel/UCcHGALtfZtBRU_lzMaBm9Wg,2022-09-14T05:55:02+00Z,noxinfluencer
55,avgview weekly,4.5,Irfan Ghafur,Komedi,1.49JT,2.23JT,https://www.noxinfluencer.com/youtube/channel/UCLozEncn6EDu_M2e-I3ZABg,2022-09-14T05:55:02+00Z,noxinfluencer
56,avgview weekly,3.5,Dino Saiki,Game,1.26JT,2.23JT,https://www.noxinfluencer.com/youtube/channel/UCqKfQ1AuKY1qP-Nc_8oVbXQ,2022-09-14T05:55:02+00Z,noxinfluencer
57,avgview weekly,3.5,Kananda Widyantara,Game,5.1JT,2.2JT,https://www.noxinfluencer.com/youtube/channel/UCveWi6uuOZbGODjcVWJMW7Q,2022-09-14T05:55:02+00Z,noxinfluencer
58,avgview weekly,2,HiLo School,Pendidikan,10.2RB,2.19JT,https://www.noxinfluencer.com/youtube/channel/UCovQ47wFQUDR4aNnKjjsWkg,2022-09-14T05:55:02+00Z,noxinfluencer
59,avgview weekly,4.5,SebutSaja Dayat,Komedi,2.22JT,2.13JT,https://www.noxinfluencer.com/youtube/channel/UCAhd_ILXgiRtpZew12-VBJA,2022-09-14T05:55:02+00Z,noxinfluencer
60,avgview weekly,4,Fiki Naki,Hiburan,5.9JT,2.13JT,https://www.noxinfluencer.com/youtube/channel/UCL3jS4gOZ-wJA7oeV8c7low,2022-09-14T05:55:02+00Z,noxinfluencer
61,avgview weekly,3,Rzendhix,Game,432RB,2.12JT,https://www.noxinfluencer.com/youtube/channel/UCResdHkcephrGVlWUTAZURA,2022-09-14T05:55:02+00Z,noxinfluencer
62,avgview weekly,4.5,tanboy kun,Hiburan,16.4JT,2.09JT,https://www.noxinfluencer.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-14T05:55:02+00Z,noxinfluencer
63,avgview weekly,3.5,Ciconimation,Film & Animasi,993RB,2.09JT,https://www.noxinfluencer.com/youtube/channel/UCviCZWXeTfupHUzb7WBOLQA,2022-09-14T05:55:02+00Z,noxinfluencer
64,avgview weekly,3,Huawei Mobile Indonesia,Perjalanan & Acara,146RB,2.05JT,https://www.noxinfluencer.com/youtube/channel/UCUyuR2sKOBY_xGsqS96LRbQ,2022-09-14T05:55:02+00Z,noxinfluencer
65,avgview weekly,2.5,arsitek channel,Pendidikan,549RB,2.02JT,https://www.noxinfluencer.com/youtube/channel/UC4KPtxaHvjiQEhb1Yt5pnZg,2022-09-14T05:55:02+00Z,noxinfluencer
66,avgview weekly,2.5,Maulana Wijaya,Musik,270RB,2.01JT,https://www.noxinfluencer.com/youtube/channel/UCf8_mc-Zoumi_smfomlmzgg,2022-09-14T05:55:02+00Z,noxinfluencer
67,avgview weekly,3.5,vivo Indonesia,Sains & Teknologi,2.2JT,1.99JT,https://www.noxinfluencer.com/youtube/channel/UCKONryt63ztbYmCZzxen7tA,2022-09-14T05:55:02+00Z,noxinfluencer
68,avgview weekly,4,Refiharydi,Komedi,893RB,1.96JT,https://www.noxinfluencer.com/youtube/channel/UCpTciNv3KyTYgdhE5RW3-mg,2022-09-14T05:55:02+00Z,noxinfluencer
69,avgview weekly,3.5,Thomas Arya,Musik,1.63JT,1.95JT,https://www.noxinfluencer.com/youtube/channel/UCtkdqUqJZ1b8yt4cE1cDrNQ,2022-09-14T05:55:02+00Z,noxinfluencer
70,avgview weekly,2,OVO - Payment & Points,Hiburan,145RB,1.91JT,https://www.noxinfluencer.com/youtube/channel/UCtu3stb17wcL-6EBLaNZCnw,2022-09-14T05:55:02+00Z,noxinfluencer
71,avgview weekly,4,Steven Stenly,Blog & Orang,1.88JT,1.9JT,https://www.noxinfluencer.com/youtube/channel/UCr-r_tzquFizdtE1_ICfJLg,2022-09-14T05:55:02+00Z,noxinfluencer
72,avgview weekly,4,PESULAP MERAH PRODUCTIONS,Pendidikan,2.89JT,1.82JT,https://www.noxinfluencer.com/youtube/channel/UC6MPC52WuxbE2n7QQ23qvjw,2022-09-14T05:55:02+00Z,noxinfluencer
73,avgview weekly,4,GadgetIn,Sains & Teknologi,9.8JT,1.77JT,https://www.noxinfluencer.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-14T05:55:02+00Z,noxinfluencer
74,avgview weekly,3.5,IM3,Hiburan,512RB,1.76JT,https://www.noxinfluencer.com/youtube/channel/UCBE2nbZbs2kpcM33TAjzInw,2022-09-14T05:55:02+00Z,noxinfluencer
75,avgview weekly,2,UyyusFunVideo,Musik,1.25JT,1.74JT,https://www.noxinfluencer.com/youtube/channel/UCiL0s4mqzY7dM2t0EqAlTiw,2022-09-14T05:55:02+00Z,noxinfluencer
76,avgview weekly,2,david iztambul,Hiburan,254RB,1.71JT,https://www.noxinfluencer.com/youtube/channel/UClEnYFWcJKlHeXis2j-GboA,2022-09-14T05:55:02+00Z,noxinfluencer
77,avgview weekly,2,mawarosa 80,Film & Animasi,1.75JT,1.71JT,https://www.noxinfluencer.com/youtube/channel/UCfzg8Jo-o3tlkenRhLPjSoA,2022-09-14T05:55:02+00Z,noxinfluencer
78,avgview weekly,3,Heriss Skuyy,Hiburan,777RB,1.68JT,https://www.noxinfluencer.com/youtube/channel/UC3xh_A0f5M_w1VA8s_71YlQ,2022-09-14T05:55:02+00Z,noxinfluencer
79,avgview weekly,2.5,Edhen Gamer,Game,228RB,1.68JT,https://www.noxinfluencer.com/youtube/channel/UC3PGr0C2wFhIRQYsr0Pn5Og,2022-09-14T05:55:02+00Z,noxinfluencer
80,avgview weekly,3,Resya Mesya,Hiburan,108RB,1.66JT,https://www.noxinfluencer.com/youtube/channel/UC88ZcNqiNLDycaaUIFn5Wlg,2022-09-14T05:55:02+00Z,noxinfluencer
81,avgview weekly,2.5,L-Men Official,Blog & Orang,69.8RB,1.65JT,https://www.noxinfluencer.com/youtube/channel/UCfeXfRkRPddximKr5ovsNrg,2022-09-14T05:55:02+00Z,noxinfluencer
82,avgview weekly,3.5,Nasihat Kehidupan,Hiburan,1.64JT,1.64JT,https://www.noxinfluencer.com/youtube/channel/UCcNqyelMHKmsKCSVjpSAzxw,2022-09-14T05:55:02+00Z,noxinfluencer
83,avgview weekly,2,VIVI ARTIKA,Musik,238RB,1.63JT,https://www.noxinfluencer.com/youtube/channel/UCj5gsQBi068pYbJHUmSjPUw,2022-09-14T05:55:02+00Z,noxinfluencer
84,avgview weekly,2,UYE tone,Musik,4.39JT,1.62JT,https://www.noxinfluencer.com/youtube/channel/UCX7RJTce2MLIfE4e8QxRl4g,2022-09-14T05:55:02+00Z,noxinfluencer
85,avgview weekly,2,Dhan Cool,Game,1.1JT,1.61JT,https://www.noxinfluencer.com/youtube/channel/UCrNrXeECv12JmOAF2r01K5g,2022-09-14T05:55:02+00Z,noxinfluencer
86,avgview weekly,2.5,OPPO Indonesia,Hiburan,1.39JT,1.61JT,https://www.noxinfluencer.com/youtube/channel/UCZ4i1fLzkZ9O3-f2BvWG7_Q,2022-09-14T05:55:02+00Z,noxinfluencer
87,avgview weekly,3.5,Edwin,Film & Animasi,1.1JT,1.57JT,https://www.noxinfluencer.com/youtube/channel/UCj1g6-RzNx4hvVE4IMzAWuA,2022-09-14T05:55:02+00Z,noxinfluencer
88,avgview weekly,3.5,Jessica Jane,Hiburan,10.8JT,1.54JT,https://www.noxinfluencer.com/youtube/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,2022-09-14T05:55:02+00Z,noxinfluencer
89,avgview weekly,2,BUDI01 GAMING,Game,12.7JT,1.53JT,https://www.noxinfluencer.com/youtube/channel/UC8qp0ZmavLOGeSdLxSUZO8w,2022-09-14T05:55:02+00Z,noxinfluencer
90,avgview weekly,3,Londokampung,Hiburan,4.74JT,1.53JT,https://www.noxinfluencer.com/youtube/channel/UCADZVxC_4omYiNDLcsDoCeg,2022-09-14T05:55:02+00Z,noxinfluencer
91,avgview weekly,4,TRISNA MUSIC,Musik,545RB,1.53JT,https://www.noxinfluencer.com/youtube/channel/UCsX6KBGngxQNW6By9VVPBuw,2022-09-14T05:55:02+00Z,noxinfluencer
92,avgview weekly,3,Diena Fitri,Blog & Orang,590RB,1.52JT,https://www.noxinfluencer.com/youtube/channel/UCMhpSg4jPCFSCcuPYxuOrmw,2022-09-14T05:55:02+00Z,noxinfluencer
93,avgview weekly,3.5,itsmeissie,Komedi,1.8JT,1.5JT,https://www.noxinfluencer.com/youtube/channel/UCPOyt9Ii791y25bRdoCT8aQ,2022-09-14T05:55:02+00Z,noxinfluencer
94,avgview weekly,3.5,Ria SW,Hiburan,4.02JT,1.5JT,https://www.noxinfluencer.com/youtube/channel/UCepgnl-TtJ8DurHdC6EE22w,2022-09-14T05:55:02+00Z,noxinfluencer
95,avgview weekly,2.5,Keluarga Bule Gokil,Blog & Orang,1.24JT,1.5JT,https://www.noxinfluencer.com/youtube/channel/UCEyDUZ6kJCGiYj_IWFMc9Mg,2022-09-14T05:55:02+00Z,noxinfluencer
96,avgview weekly,2,Indah Yastami,Musik,1.72JT,1.49JT,https://www.noxinfluencer.com/youtube/channel/UC6BG8RY8t272EEhCq5Hsnng,2022-09-14T05:55:02+00Z,noxinfluencer
97,avgview weekly,3.5,Yulian The Series,Hiburan,911RB,1.48JT,https://www.noxinfluencer.com/youtube/channel/UClR9Ll8OGdfkVsyKrwe7Msw,2022-09-14T05:55:02+00Z,noxinfluencer
98,avgview weekly,2,SLEMANRECEH OFFICIAL,Musik,203RB,1.48JT,https://www.noxinfluencer.com/youtube/channel/UCq1MJkhod7H6Lz-ycJ6P9cA,2022-09-14T05:55:02+00Z,noxinfluencer
99,avgview weekly,2,Vinastar Channel,Cara & Gaya,1.41JT,1.46JT,https://www.noxinfluencer.com/youtube/channel/UCCGeNT4XL_q0ENuRPR0l1fQ,2022-09-14T05:55:02+00Z,noxinfluencer
100,avgview weekly,3,Rizka CH,Game,746RB,1.46JT,https://www.noxinfluencer.com/youtube/channel/UC4lT8b7j4Aovm4TTTnR_RVQ,2022-09-14T05:55:02+00Z,noxinfluencer
1,noxscore weekly,4.5,Deddy Corbuzier,Hiburan,19.4JT,4.29JT,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-14T05:55:03+00Z,noxinfluencer
2,noxscore weekly,4.5,WARINTIL OFFICIAL,Komedi,8.13JT,3.44JT,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T05:55:03+00Z,noxinfluencer
3,noxscore weekly,4.5,Klara Tania,Film & Animasi,4.94JT,1.26JT,https://www.noxinfluencer.com/youtube/channel/UC4rHBMP2rGPuFk9F-JlGzbQ,2022-09-14T05:55:03+00Z,noxinfluencer
4,noxscore weekly,4.5,Arman Vesona,Musik,1.78JT,968.72RB,https://www.noxinfluencer.com/youtube/channel/UCRhmWtGmW2lJ_CNGXP6hvIQ,2022-09-14T05:55:03+00Z,noxinfluencer
5,noxscore weekly,4.5,tanboy kun,Hiburan,16.4JT,2.09JT,https://www.noxinfluencer.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-14T05:55:03+00Z,noxinfluencer
6,noxscore weekly,4.5,KANG DEDI MULYADI CHANNEL,Blog & Orang,3.85JT,350.98RB,https://www.noxinfluencer.com/youtube/channel/UCopjJE-RzBmv4MID-E1Oiyg,2022-09-14T05:55:03+00Z,noxinfluencer
7,noxscore weekly,4.5,agogo violin,Musik,3.1JT,768.06RB,https://www.noxinfluencer.com/youtube/channel/UCXgopF7tBWogPbyJWWRmxzQ,2022-09-14T05:55:03+00Z,noxinfluencer
8,noxscore weekly,4.5,Nihongo Mantappu,Blog & Orang,9.68JT,1.12JT,https://www.noxinfluencer.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-14T05:55:03+00Z,noxinfluencer
9,noxscore weekly,4.5,X Factor Indonesia,Hiburan,2.78JT,476.13RB,https://www.noxinfluencer.com/youtube/channel/UCl0AXmYD5-9ZwQfafFi81ZA,2022-09-14T05:55:03+00Z,noxinfluencer
10,noxscore weekly,4.5,CnX Adventurers,Hiburan,6.09JT,821.09RB,https://www.noxinfluencer.com/youtube/channel/UCrjWoQ3vlzLrKweYk5jAl1w,2022-09-14T05:55:03+00Z,noxinfluencer
11,noxscore weekly,4.5,celloszxz,Komedi,2.54JT,1.24JT,https://www.noxinfluencer.com/youtube/channel/UCYeySNdFnZg7vfGGPCR9ePw,2022-09-14T05:55:03+00Z,noxinfluencer
12,noxscore weekly,4.5,Arif muhammad,Komedi,14.5JT,2.89JT,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T05:55:03+00Z,noxinfluencer
13,noxscore weekly,4.5,ACI GameSpot,Game,3.09JT,338.05RB,https://www.noxinfluencer.com/youtube/channel/UCiowUSwj8stvWzgQBUe3ldg,2022-09-14T05:55:03+00Z,noxinfluencer
14,noxscore weekly,4.5,Medy Renaldy,Hiburan,2.14JT,527.97RB,https://www.noxinfluencer.com/youtube/channel/UCaTnE9YXQ-re5774VD_ck3A,2022-09-14T05:55:03+00Z,noxinfluencer
15,noxscore weekly,4.5,leika garudita,Blog & Orang,2.78JT,354.43RB,https://www.noxinfluencer.com/youtube/channel/UC319beYXwD_d1vVWbzpepmA,2022-09-14T05:55:03+00Z,noxinfluencer
16,noxscore weekly,4.5,Jeevan Akawa,Komedi,8.08JT,314.88RB,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-14T05:55:03+00Z,noxinfluencer
17,noxscore weekly,4.5,Mikael Family,Blog & Orang,5.53JT,557.69RB,https://www.noxinfluencer.com/youtube/channel/UC6SnUbITMvm6nfC7G1PPtUA,2022-09-14T05:55:03+00Z,noxinfluencer
18,noxscore weekly,4.5,Ujung Oppa,Hiburan,2.37JT,679.66RB,https://www.noxinfluencer.com/youtube/channel/UCZzBo93GNFKHU95guN2X9oA,2022-09-14T05:55:03+00Z,noxinfluencer
19,noxscore weekly,4.5,Putih Abu-Abu,Musik,7.11JT,1.31JT,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-14T05:55:03+00Z,noxinfluencer
20,noxscore weekly,4.5,Irfan Ghafur,Komedi,1.49JT,2.23JT,https://www.noxinfluencer.com/youtube/channel/UCLozEncn6EDu_M2e-I3ZABg,2022-09-14T05:55:03+00Z,noxinfluencer
21,noxscore weekly,4.5,Teguh Suwandi,Hiburan,4.6JT,719.45RB,https://www.noxinfluencer.com/youtube/channel/UCue6eExY45NWm485hgnz35A,2022-09-14T05:55:03+00Z,noxinfluencer
22,noxscore weekly,4.5,Ale Khin,Film & Animasi,3.38JT,1.36JT,https://www.noxinfluencer.com/youtube/channel/UCDiKM_-ueawxR2gQsCl8Biw,2022-09-14T05:55:03+00Z,noxinfluencer
23,noxscore weekly,4.5,WILSON KIDDY,Game,2.95JT,253.3RB,https://www.noxinfluencer.com/youtube/channel/UCIOAc6M9hd1-cK6cqn8h9mw,2022-09-14T05:55:03+00Z,noxinfluencer
24,noxscore weekly,4.5,Billy karavdic,Komedi,2.43JT,3.75JT,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-14T05:55:03+00Z,noxinfluencer
25,noxscore weekly,4.5,Si Jojo,Blog & Orang,1.21JT,9.54RB,https://www.noxinfluencer.com/youtube/channel/UCtTUFAuX4gN8drrGjnjV7ug,2022-09-14T05:55:03+00Z,noxinfluencer
26,noxscore weekly,4.5,Diego Takupaz,Hiburan,1.13JT,276.25RB,https://www.noxinfluencer.com/youtube/channel/UCxdLgSVC41Ph6xES3q-MQrQ,2022-09-14T05:55:03+00Z,noxinfluencer
27,noxscore weekly,4.5,Arfandi Moko,Game,2.07JT,391.3RB,https://www.noxinfluencer.com/youtube/channel/UCSErGXpT1__vy6KRv6J9EWw,2022-09-14T05:55:03+00Z,noxinfluencer
28,noxscore weekly,4.5,Mikael TubeHD,Blog & Orang,9.08JT,654.12RB,https://www.noxinfluencer.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-14T05:55:03+00Z,noxinfluencer
29,noxscore weekly,4.5,Tekotok,Film & Animasi,2.23JT,369.01RB,https://www.noxinfluencer.com/youtube/channel/UCFhzJ5UfoTlOxJT8xYoTuDw,2022-09-14T05:55:03+00Z,noxinfluencer
30,noxscore weekly,4.5,Tenny TAP TV,Blog & Orang,2JT,229.49RB,https://www.noxinfluencer.com/youtube/channel/UCfaVlWv2Y7-eEXDL9mO2AIg,2022-09-14T05:55:03+00Z,noxinfluencer
31,noxscore weekly,4.5,AKUDAV,Game,1.46JT,392.35RB,https://www.noxinfluencer.com/youtube/channel/UCGGwuSrxDFQymf66OdM_-pw,2022-09-14T05:55:03+00Z,noxinfluencer
32,noxscore weekly,4.5,Pratiwi Noviyanthi,Blog & Orang,3.45JT,106.57RB,https://www.noxinfluencer.com/youtube/channel/UCewbIYUFgy7nMkWmg0S7NVA,2022-09-14T05:55:03+00Z,noxinfluencer
33,noxscore weekly,4.5,Abil Fatan Key,Hiburan,2.61JT,1.36JT,https://www.noxinfluencer.com/youtube/channel/UC_ZOTUKElo6eYCGKFYZKvmA,2022-09-14T05:55:03+00Z,noxinfluencer
34,noxscore weekly,4.5,RJL 5 - Fajar Aditya,Hiburan,2.47JT,616.82RB,https://www.noxinfluencer.com/youtube/channel/UCiFM5EHunF5tL0pMR6Pooaw,2022-09-14T05:55:03+00Z,noxinfluencer
35,noxscore weekly,4.5,My.Ladyquinn,Blog & Orang,2.46JT,227.99RB,https://www.noxinfluencer.com/youtube/channel/UCU6wBwJoDLgndT0R4liH7-A,2022-09-14T05:55:03+00Z,noxinfluencer
36,noxscore weekly,4.5,SebutSaja Dayat,Komedi,2.22JT,2.13JT,https://www.noxinfluencer.com/youtube/channel/UCAhd_ILXgiRtpZew12-VBJA,2022-09-14T05:55:03+00Z,noxinfluencer
37,noxscore weekly,4.5,BANGJBLOX,Game,1.36JT,334.93RB,https://www.noxinfluencer.com/youtube/channel/UClfw7Mx0Vmh4hDAT0STSohw,2022-09-14T05:55:03+00Z,noxinfluencer
38,noxscore weekly,4.5,Jonathan Liandi,Game,4.85JT,365.82RB,https://www.noxinfluencer.com/youtube/channel/UCmtAg_U0wvmWdxTlceISdEw,2022-09-14T05:55:03+00Z,noxinfluencer
39,noxscore weekly,4.5,Wolfoo Indonesia,Hiburan,1.64JT,452.38RB,https://www.noxinfluencer.com/youtube/channel/UCuvNb-QFBOJxuV-dzNizAoA,2022-09-14T05:55:03+00Z,noxinfluencer
40,noxscore weekly,4.5,Leslar Entertainment,Hiburan,1.37JT,340.76RB,https://www.noxinfluencer.com/youtube/channel/UCzeRCr1-PmVfJRy6NDP1zbg,2022-09-14T05:55:03+00Z,noxinfluencer
41,noxscore weekly,4.5,LuanLuan,Game,1.24JT,89.78RB,https://www.noxinfluencer.com/youtube/channel/UCxrcE1OZsT2mPpvpS-cqXDQ,2022-09-14T05:55:03+00Z,noxinfluencer
42,noxscore weekly,4.5,Mythia Batford,Game,664RB,38.73RB,https://www.noxinfluencer.com/youtube/channel/UCCK072ns5Bt1nYqX1CoaZ-g,2022-09-14T05:55:03+00Z,noxinfluencer
43,noxscore weekly,4,Timotius Mulyadi,Olahraga,1.8JT,549.84RB,https://www.noxinfluencer.com/youtube/channel/UC8cmzkog5JEMw9gsZbVm6yA,2022-09-14T05:55:03+00Z,noxinfluencer
44,noxscore weekly,4,maharani kemala,Cara & Gaya,1.06JT,205.6RB,https://www.noxinfluencer.com/youtube/channel/UC1tmz3OssUwnhG1vgI7PArg,2022-09-14T05:55:03+00Z,noxinfluencer
45,noxscore weekly,4,Indonesia's Next Top Models,Musik,785RB,466.01RB,https://www.noxinfluencer.com/youtube/channel/UChFRHojUZJ9KfC4SHcN5wZA,2022-09-14T05:55:03+00Z,noxinfluencer
46,noxscore weekly,4,Fahmi Nur Muhamad,Blog & Orang,1.81JT,180.56RB,https://www.noxinfluencer.com/youtube/channel/UCWfUf7vHo3Mjc370Ur1nqCg,2022-09-14T05:55:03+00Z,noxinfluencer
47,noxscore weekly,4,deHakims Aviary,Hewan & Peliharaan,1.54JT,500.05RB,https://www.noxinfluencer.com/youtube/channel/UCrFPKPs7e3zeZzcEe-lW8-A,2022-09-14T05:55:03+00Z,noxinfluencer
48,noxscore weekly,4,Vilmei,Hiburan,4.32JT,1.45JT,https://www.noxinfluencer.com/youtube/channel/UC90xz-i20jmoZhI8RMLzzjA,2022-09-14T05:55:03+00Z,noxinfluencer
49,noxscore weekly,4,Steven Stenly,Blog & Orang,1.88JT,1.9JT,https://www.noxinfluencer.com/youtube/channel/UCr-r_tzquFizdtE1_ICfJLg,2022-09-14T05:55:03+00Z,noxinfluencer
50,noxscore weekly,4,Bella Kuku Tanesia,Hiburan,1.11JT,267.94RB,https://www.noxinfluencer.com/youtube/channel/UCLfqVNhKUHE2ihQB5qrabOw,2022-09-14T05:55:03+00Z,noxinfluencer
51,noxscore weekly,4,Refiharydi,Komedi,893RB,1.96JT,https://www.noxinfluencer.com/youtube/channel/UCpTciNv3KyTYgdhE5RW3-mg,2022-09-14T05:55:03+00Z,noxinfluencer
52,noxscore weekly,4,Henny Adella,Musik,1.66JT,413RB,https://www.noxinfluencer.com/youtube/channel/UCP3J77MiNCYxhRnfHmeWk7Q,2022-09-14T05:55:03+00Z,noxinfluencer
53,noxscore weekly,4,deHakims Story,Hiburan,1.57JT,461.77RB,https://www.noxinfluencer.com/youtube/channel/UC-ZBZcmxa1Tk3xDGo7ZXo8w,2022-09-14T05:55:03+00Z,noxinfluencer
54,noxscore weekly,4,KATAK STVNS 70,Blog & Orang,1.47JT,292.33RB,https://www.noxinfluencer.com/youtube/channel/UCoCGtbyMcZjQXThRP2x8-Sw,2022-09-14T05:55:03+00Z,noxinfluencer
55,noxscore weekly,4,K U B I L E R,Blog & Orang,1.02JT,323.62RB,https://www.noxinfluencer.com/youtube/channel/UCeQWk5ydS7-cjrbaadJaDrA,2022-09-14T05:55:03+00Z,noxinfluencer
