rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
29,subs weekly,3,Yudist Ardhana,Hiburan,12JT,241RB,https://www.noxinfluencer.com/youtube/channel/UCvc00uetYIML9D-7BBrEXLA,2022-09-14T05:55:01+00Z,noxinfluencer
30,subs weekly,2,FrontaL Gaming,Game,11.7JT,371.95RB,https://www.noxinfluencer.com/youtube/channel/UCW6fcXU68QShoXPkxnPxATw,2022-09-14T05:55:01+00Z,noxinfluencer
31,subs weekly,3.5,Jessica Jane,Hiburan,10.8JT,1.54JT,https://www.noxinfluencer.com/youtube/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,2022-09-14T05:55:01+00Z,noxinfluencer
32,subs weekly,2,GNP Music,Musik,10.3JT,60.47RB,https://www.noxinfluencer.com/youtube/channel/UCJYG48dCgMA-p5BVDabi3nQ,2022-09-14T05:55:01+00Z,noxinfluencer
33,subs weekly,3,hasanjr11,Game,10.2JT,194.92RB,https://www.noxinfluencer.com/youtube/channel/UCgqAMw2V_Ddy4SfmovUTh8Q,2022-09-14T05:55:01+00Z,noxinfluencer
34,subs weekly,2.5,Islam Populer,Pendidikan,10.1JT,51.97RB,https://www.noxinfluencer.com/youtube/channel/UCXhg6jUrkGLiiwk7Zr13SuQ,2022-09-14T05:55:01+00Z,noxinfluencer
35,subs weekly,4,Little Angel Bahasa Indonesia - Lagu Anak,Pendidikan,10JT,1.33JT,https://www.noxinfluencer.com/youtube/channel/UCdrHrQf0o0TO8YDntXJ4VIQ,2022-09-14T05:55:01+00Z,noxinfluencer
36,subs weekly,2.5,SULE PRODUCTIONS,Hiburan,9.95JT,439.86RB,https://www.noxinfluencer.com/youtube/channel/UCZWk_k207M--sLScrLdM3JQ,2022-09-14T05:55:01+00Z,noxinfluencer
37,subs weekly,2,Ini Talk Show,Komedi,9.86JT,171.44RB,https://www.noxinfluencer.com/youtube/channel/UCo1CFjot3CX97sn_ngJnGPg,2022-09-14T05:55:01+00Z,noxinfluencer
38,subs weekly,3,Raditya Dika,Blog & Orang,9.86JT,433.68RB,https://www.noxinfluencer.com/youtube/channel/UC0rzsIrAxF4kCsALP6J2EsA,2022-09-14T05:55:01+00Z,noxinfluencer
39,subs weekly,4,GadgetIn,Sains & Teknologi,9.8JT,1.77JT,https://www.noxinfluencer.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-14T05:55:01+00Z,noxinfluencer
40,subs weekly,2,CNN Indonesia,Berita & Politik,9.72JT,10.22RB,https://www.noxinfluencer.com/youtube/channel/UCKII0Ml9S5wneKbHswmUrIQ,2022-09-14T05:55:01+00Z,noxinfluencer
41,subs weekly,4.5,Nihongo Mantappu,Blog & Orang,9.68JT,1.12JT,https://www.noxinfluencer.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-14T05:55:01+00Z,noxinfluencer
42,subs weekly,3,Nessie Judge,Komedi,9.56JT,841.56RB,https://www.noxinfluencer.com/youtube/channel/UC_SBt2BFBkExq_azj-P5lNA,2022-09-14T05:55:01+00Z,noxinfluencer
43,subs weekly,2.5,efdewe,Game,9.55JT,136.55RB,https://www.noxinfluencer.com/youtube/channel/UCIWUnAI0GL4LDfCUeOOq7xg,2022-09-14T05:55:01+00Z,noxinfluencer
44,subs weekly,2,tvOneNews,Berita & Politik,9.42JT,14.33RB,https://www.noxinfluencer.com/youtube/channel/UCER4rvDnRBPr_ncYW4UCZjg,2022-09-14T05:55:01+00Z,noxinfluencer
45,subs weekly,2.5,LetDa Hyper,Game,9.39JT,23.98RB,https://www.noxinfluencer.com/youtube/channel/UCCsHdU66sCbEtklvSVAGPsQ,2022-09-14T05:55:01+00Z,noxinfluencer
46,subs weekly,3,Lagu Anak Indonesia Balita,Pendidikan,9.35JT,575.61RB,https://www.noxinfluencer.com/youtube/channel/UC5Tg_aUYKBtpnGipTVqDDuQ,2022-09-14T05:55:01+00Z,noxinfluencer
47,subs weekly,3,Ani Nurhayani,Hiburan,9.26JT,212.41RB,https://www.noxinfluencer.com/youtube/channel/UCs89kFyfKM24SFFAb_vqpBQ,2022-09-14T05:55:01+00Z,noxinfluencer
48,subs weekly,2.5,PANJI PETUALANG,Hewan & Peliharaan,9.26JT,426.57RB,https://www.noxinfluencer.com/youtube/channel/UCK80fj7o9HUEWvobSVp2J-Q,2022-09-14T05:55:01+00Z,noxinfluencer
49,subs weekly,3.5,Sara Wijayanto,Blog & Orang,9.25JT,1.21JT,https://www.noxinfluencer.com/youtube/channel/UCa3k1_nfBeXbf7be6Dcy_vQ,2022-09-14T05:55:01+00Z,noxinfluencer
50,subs weekly,3.5,Aishwa Nahla Official,Musik,9.24JT,9.2JT,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-14T05:55:01+00Z,noxinfluencer
51,subs weekly,2.5,Rendy Rangers,Game,9.19JT,44.6RB,https://www.noxinfluencer.com/youtube/channel/UCg_GNu-J5_naq-k1kUfq1Rw,2022-09-14T05:55:01+00Z,noxinfluencer
52,subs weekly,4,Bobon Santoso,Hiburan,9.13JT,921.43RB,https://www.noxinfluencer.com/youtube/channel/UCCeJqNJdhaydrlubVLzyErQ,2022-09-14T05:55:01+00Z,noxinfluencer
53,subs weekly,4.5,Mikael TubeHD,Blog & Orang,9.08JT,654.12RB,https://www.noxinfluencer.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-14T05:55:01+00Z,noxinfluencer
54,subs weekly,4,Upin & Ipin,Hiburan,9.03JT,589.31RB,https://www.noxinfluencer.com/youtube/channel/UChzn43FSMt_2TR97COECjRw,2022-09-14T05:55:01+00Z,noxinfluencer
55,subs weekly,3,Tayo Bus Kecil - Tayo Bahasa Indonesia,Pendidikan,9.03JT,1.08JT,https://www.noxinfluencer.com/youtube/channel/UCUaZwCnn6Z-16BmkKngSs0g,2022-09-14T05:55:01+00Z,noxinfluencer
56,subs weekly,3,The Onsu Family,Hiburan,9.02JT,249.82RB,https://www.noxinfluencer.com/youtube/channel/UCJvQLi9uJEGBpD8t3DZyHpw,2022-09-14T05:55:01+00Z,noxinfluencer
57,subs weekly,1.5,The LetsPlay Family,Hiburan,8.98JT,1.14JT,https://www.noxinfluencer.com/youtube/channel/UCnN-PlxUJifRxrtyb2vgk7w,2022-09-14T05:55:01+00Z,noxinfluencer
58,subs weekly,3,deHakims,Hewan & Peliharaan,8.95JT,627RB,https://www.noxinfluencer.com/youtube/channel/UC7-sh4gtS5oJkwqOyt8s3CQ,2022-09-14T05:55:01+00Z,noxinfluencer
59,subs weekly,1,Nussa Official,Hiburan,8.84JT,804.21RB,https://www.noxinfluencer.com/youtube/channel/UCV2jNjJEtO0Hr3b1Es3xPJg,2022-09-14T05:55:01+00Z,noxinfluencer
60,subs weekly,2.5,Najwa Shihab,Berita & Politik,8.59JT,1.04JT,https://www.noxinfluencer.com/youtube/channel/UCo8h2TY_uBkAVUIc14m_KCA,2022-09-14T05:55:01+00Z,noxinfluencer
61,subs weekly,3,SISI TERANG,Cara & Gaya,8.58JT,26.61RB,https://www.noxinfluencer.com/youtube/channel/UCSg-Y9uI1E-my-I4WKKioEQ,2022-09-14T05:55:01+00Z,noxinfluencer
62,subs weekly,4,Windah Basudara,Game,8.51JT,364.95RB,https://www.noxinfluencer.com/youtube/channel/UCoIiiHof6BJ85PLuLkuxuhw,2022-09-14T05:55:01+00Z,noxinfluencer
63,subs weekly,2,NAGASWARA Official Video | Indonesia Music Channel,Musik,8.43JT,21.49RB,https://www.noxinfluencer.com/youtube/channel/UChvdpkJqIaVo7kbKPtmKXhA,2022-09-14T05:55:01+00Z,noxinfluencer
64,subs weekly,2.5,Daftar5,Hiburan,8.28JT,115.53RB,https://www.noxinfluencer.com/youtube/channel/UCGooqe5Poe7wK6xmScAm4Kw,2022-09-14T05:55:01+00Z,noxinfluencer
65,subs weekly,2.5,kemas pake z,Game,8.28JT,32.05RB,https://www.noxinfluencer.com/youtube/channel/UCCEs4SbttY3l73m0WsZix3g,2022-09-14T05:55:01+00Z,noxinfluencer
66,subs weekly,2,Netmediatama,Hiburan,8.14JT,1.91RB,https://www.noxinfluencer.com/youtube/channel/UCrmgXElfpFPD9LDc_0aUfew,2022-09-14T05:55:01+00Z,noxinfluencer
67,subs weekly,2.5,MOP Channel,Hiburan,8.14JT,29.61RB,https://www.noxinfluencer.com/youtube/channel/UCrrimexxJpH-zLIrg_IPV_w,2022-09-14T05:55:01+00Z,noxinfluencer
68,subs weekly,4.5,WARINTIL OFFICIAL,Komedi,8.13JT,3.44JT,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T05:55:01+00Z,noxinfluencer
69,subs weekly,3,KopraL Jono,Game,8.1JT,431.01RB,https://www.noxinfluencer.com/youtube/channel/UCS1a9Q2__fjNt_8Wik0RFTg,2022-09-14T05:55:01+00Z,noxinfluencer
70,subs weekly,4.5,Jeevan Akawa,Komedi,8.08JT,314.88RB,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-14T05:55:01+00Z,noxinfluencer
71,subs weekly,3,Erpan1140,Game,8.08JT,519.67RB,https://www.noxinfluencer.com/youtube/channel/UCHtehvb3p55uRCQBDCwF-ow,2022-09-14T05:55:01+00Z,noxinfluencer
72,subs weekly,3,Maell Lee,Komedi,8.05JT,810.8RB,https://www.noxinfluencer.com/youtube/channel/UCgYmNAhjfv5GYWBOfzp831Q,2022-09-14T05:55:01+00Z,noxinfluencer
73,subs weekly,2.5,TRI SUAKA CHANNEL,Hiburan,8JT,15.59RB,https://www.noxinfluencer.com/youtube/channel/UCxHRAILTOBZNR8J9GZFaniw,2022-09-14T05:55:01+00Z,noxinfluencer
74,subs weekly,2,Tribunnews,Berita & Politik,7.96JT,18.51RB,https://www.noxinfluencer.com/youtube/channel/UCmxAIW7RDDC88EPk4ry16Kg,2022-09-14T05:55:01+00Z,noxinfluencer
75,subs weekly,2,MD Entertainment,Film & Animasi,7.82JT,3.08RB,https://www.noxinfluencer.com/youtube/channel/UC3e0KfJEE6s46nn6_N-DMaQ,2022-09-14T05:55:01+00Z,noxinfluencer
76,subs weekly,3.5,fikrifadlu,Hiburan,7.74JT,927.94RB,https://www.noxinfluencer.com/youtube/channel/UC4AXZK3XiR-kz1Nk01LhxmQ,2022-09-14T05:55:01+00Z,noxinfluencer
77,subs weekly,2.5,Rizky Riplay,Film & Animasi,7.62JT,391.08RB,https://www.noxinfluencer.com/youtube/channel/UC7GWXKxiy9_AU9TytEh00eg,2022-09-14T05:55:01+00Z,noxinfluencer
78,subs weekly,2.5,Angga Candra,Hiburan,7.46JT,232.94RB,https://www.noxinfluencer.com/youtube/channel/UCJdzixqmMBoCMoMkrQ8F8FQ,2022-09-14T05:55:01+00Z,noxinfluencer
79,subs weekly,2,Cumicumi,Hiburan,7.37JT,17.47RB,https://www.noxinfluencer.com/youtube/channel/UC5A_pdnOOcMsaBzFAHiTMLg,2022-09-14T05:55:01+00Z,noxinfluencer
80,subs weekly,3.5,Oura Gaming,Game,7.27JT,354.3RB,https://www.noxinfluencer.com/youtube/channel/UCirWugW5e03u3DUGA87s58A,2022-09-14T05:55:01+00Z,noxinfluencer
81,subs weekly,0,Royan Mobil RC,Mobil & Otomotif,7.24JT,15.06RB,https://www.noxinfluencer.com/youtube/channel/UCzqSaeUu-jYcfRcOjBFq0DA,2022-09-14T05:55:01+00Z,noxinfluencer
82,subs weekly,1.5,animasinopal,Komedi,7.24JT,3.47JT,https://www.noxinfluencer.com/youtube/channel/UC5IA7MpYcbhbA28RgyQrV0A,2022-09-14T05:55:01+00Z,noxinfluencer
83,subs weekly,0.5,Official Sabyan gambus,Musik,7.13JT,123.97JT,https://www.noxinfluencer.com/youtube/channel/UCfMcMOvgflhwW3FQtLosn7Q,2022-09-14T05:55:01+00Z,noxinfluencer
84,subs weekly,4.5,Putih Abu-Abu,Musik,7.11JT,1.31JT,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-14T05:55:01+00Z,noxinfluencer
85,subs weekly,2.5,Muse Indonesia,Film & Animasi,7.06JT,34.32RB,https://www.noxinfluencer.com/youtube/channel/UCxxnxya_32jcKj4yN1_kD7A,2022-09-14T05:55:01+00Z,noxinfluencer
86,subs weekly,2.5,musisi jogja project,Musik,6.97JT,24.97RB,https://www.noxinfluencer.com/youtube/channel/UCUE-BF1Q5E6Sz1KidSnSRYw,2022-09-14T05:55:01+00Z,noxinfluencer
87,subs weekly,2.5,Rasyah Rasyid,Game,6.96JT,78.99RB,https://www.noxinfluencer.com/youtube/channel/UCEgqJ5EKBATUwpkM6fVuGiA,2022-09-14T05:55:01+00Z,noxinfluencer
88,subs weekly,2,Hi Patrick,Hiburan,6.95JT,47RB,https://www.noxinfluencer.com/youtube/channel/UCZB0J8mVXqPe3ej6UYlS4DQ,2022-09-14T05:55:01+00Z,noxinfluencer
89,subs weekly,3.5,Heidi dan Zidane,Blog & Orang,6.81JT,154.05RB,https://www.noxinfluencer.com/youtube/channel/UCcp_vTc53n_HfHRShAAEyCw,2022-09-14T05:55:01+00Z,noxinfluencer
90,subs weekly,2,DJ Opus,Musik,6.81JT,138.59RB,https://www.noxinfluencer.com/youtube/channel/UCwTSXttL8gc13UlPXU7YNjQ,2022-09-14T05:55:01+00Z,noxinfluencer
91,subs weekly,3,Kang Ujang Busthomi cirebon,Blog & Orang,6.73JT,252.71RB,https://www.noxinfluencer.com/youtube/channel/UCxTVvAgJyIjw-zmJex4nyhg,2022-09-14T05:55:01+00Z,noxinfluencer
92,subs weekly,3.5,123 GO! Indonesian,Cara & Gaya,6.67JT,1.08JT,https://www.noxinfluencer.com/youtube/channel/UC43nz9qnZ7AIrbOlfxejTig,2022-09-14T05:55:01+00Z,noxinfluencer
93,subs weekly,2.5,KULGAR,Game,6.57JT,52.13RB,https://www.noxinfluencer.com/youtube/channel/UCBcREx7wgTLTIj_VKFgOEDQ,2022-09-14T05:55:01+00Z,noxinfluencer
94,subs weekly,1.5,FATEH HALILINTAR,Hiburan,6.56JT,860.59RB,https://www.noxinfluencer.com/youtube/channel/UCi_ujFc2fgNt21RgVY5hvGg,2022-09-14T05:55:01+00Z,noxinfluencer
95,subs weekly,2.5,86 & Custom Protection NET,Hiburan,6.53JT,22.41RB,https://www.noxinfluencer.com/youtube/channel/UCkjCVt4XfWH_S_2_ayNTTIA,2022-09-14T05:55:01+00Z,noxinfluencer
96,subs weekly,2,Sidul Tube,Hiburan,6.53JT,8.49RB,https://www.noxinfluencer.com/youtube/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,2022-09-14T05:55:01+00Z,noxinfluencer
97,subs weekly,0.5,Indonesian Idol,Hiburan,6.46JT,932.2RB,https://www.noxinfluencer.com/youtube/channel/UCpr5mSSUbIQU816dNjaDdyg,2022-09-14T05:55:01+00Z,noxinfluencer
98,subs weekly,2.5,Obbyphy,Game,6.45JT,272.38RB,https://www.noxinfluencer.com/youtube/channel/UC8J8jWVZK9isJAU579ulheg,2022-09-14T05:55:01+00Z,noxinfluencer
99,subs weekly,3,Calon Sarjana,Hiburan,6.41JT,87.1RB,https://www.noxinfluencer.com/youtube/channel/UC-ASDT9n-sUPwA7uUPN0OoQ,2022-09-14T05:55:01+00Z,noxinfluencer
100,subs weekly,3.5,TAULANY TV,Blog & Orang,6.36JT,1.32JT,https://www.noxinfluencer.com/youtube/channel/UC6SPCnTAIanF2_8ST2wrQzw,2022-09-14T05:55:01+00Z,noxinfluencer
1,avgview weekly,3,Indonesian Youtubers,Blog & Orang,1.56JT,19.91JT,https://www.noxinfluencer.com/youtube/channel/UC-z1ubmS-iHMVr83EEwRS2g,2022-09-14T05:55:02+00Z,noxinfluencer
2,avgview weekly,3.5,Aishwa Nahla Official,Musik,9.24JT,9.2JT,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-14T05:55:02+00Z,noxinfluencer
3,avgview weekly,3,MILYHYA,Game,5.05JT,8.81JT,https://www.noxinfluencer.com/youtube/channel/UC0ohl1eKTtlJNqbD-HWRQVg,2022-09-14T05:55:02+00Z,noxinfluencer
4,avgview weekly,3,Itakimo Bali,Komedi,1.2JT,8.46JT,https://www.noxinfluencer.com/youtube/channel/UCMwoWc6kXCqdOq6qLlH59Lw,2022-09-14T05:55:02+00Z,noxinfluencer
5,avgview weekly,2.5,Grab Indonesia,Blog & Orang,402RB,7.87JT,https://www.noxinfluencer.com/youtube/channel/UCGW3n9AJpF31TS9hqC7FXdw,2022-09-14T05:55:02+00Z,noxinfluencer
6,avgview weekly,2,IT'S ME BCL,Blog & Orang,2.96JT,6.67JT,https://www.noxinfluencer.com/youtube/channel/UCUlBc3wk27vIlAYDaIxtOIQ,2022-09-14T05:55:02+00Z,noxinfluencer
7,avgview weekly,3,RAFFA BADRI29,Musik,1.81JT,6.57JT,https://www.noxinfluencer.com/youtube/channel/UCPRMSOHYjpyZ5cZZR9-rgZg,2022-09-14T05:55:02+00Z,noxinfluencer
8,avgview weekly,2,Maulana Ardiansyah,Musik,2.07JT,6.17JT,https://www.noxinfluencer.com/youtube/channel/UCfHQmOQ1Ynej5GZsU83hOSA,2022-09-14T05:55:02+00Z,noxinfluencer
9,avgview weekly,2.5,Kredivo,Sains & Teknologi,84.1RB,6.15JT,https://www.noxinfluencer.com/youtube/channel/UCMNUm-na4GVPM4qR9YqZKug,2022-09-14T05:55:02+00Z,noxinfluencer
10,avgview weekly,2.5,Mr Fian,Game,1.77JT,5.82JT,https://www.noxinfluencer.com/youtube/channel/UCtT3Ol5D1Rw4Icjt2qgsG7g,2022-09-14T05:55:02+00Z,noxinfluencer
11,avgview weekly,3,Arief Putra,Musik,1.2JT,5.68JT,https://www.noxinfluencer.com/youtube/channel/UCmiJjv8BbzLahKpsfkQaBnA,2022-09-14T05:55:02+00Z,noxinfluencer
12,avgview weekly,3.5,WOKO CHANNEL,Komedi,2.21JT,5.34JT,https://www.noxinfluencer.com/youtube/channel/UCPvfUrQ8M4OmrnoGwrDuAaQ,2022-09-14T05:55:02+00Z,noxinfluencer
13,avgview weekly,2.5,IPANK PRO,Musik,616RB,4.85JT,https://www.noxinfluencer.com/youtube/channel/UCNLjlxlDYKdGCK183mwA_ig,2022-09-14T05:55:02+00Z,noxinfluencer
14,avgview weekly,4,Willie Salim,Blog & Orang,6.02JT,4.73JT,https://www.noxinfluencer.com/youtube/channel/UCPCaXSwaos-QI03iZtx8I6g,2022-09-14T05:55:02+00Z,noxinfluencer
15,avgview weekly,2,Tahta Rizky Origma,Perjalanan & Acara,542RB,4.73JT,https://www.noxinfluencer.com/youtube/channel/UCNCLmBtGIE0oXxZ0KY33KUA,2022-09-14T05:55:02+00Z,noxinfluencer
16,avgview weekly,2.5,LINTANG MEDIA,Pendidikan,4.33JT,4.68JT,https://www.noxinfluencer.com/youtube/channel/UCvFbK1xQGHlMBWRnGCVPF-Q,2022-09-14T05:55:02+00Z,noxinfluencer
17,avgview weekly,3,Bryan Furran,Komedi,1.84JT,4.59JT,https://www.noxinfluencer.com/youtube/channel/UCXHGdWKfu_AHn4Ygy7dP7oA,2022-09-14T05:55:02+00Z,noxinfluencer
18,avgview weekly,4,The tira,Hiburan,1.24JT,4.49JT,https://www.noxinfluencer.com/youtube/channel/UCCy2xE0E7D1QN3sp89JL7qA,2022-09-14T05:55:02+00Z,noxinfluencer
19,avgview weekly,4,BAGAS CRAFT,Film & Animasi,3.21JT,4.3JT,https://www.noxinfluencer.com/youtube/channel/UCsO46TcN-gMwcFo3VbPav-g,2022-09-14T05:55:02+00Z,noxinfluencer
20,avgview weekly,4.5,Deddy Corbuzier,Hiburan,19.4JT,4.29JT,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-14T05:55:02+00Z,noxinfluencer
21,avgview weekly,2,3way Asiska,Musik,2.11JT,4.26JT,https://www.noxinfluencer.com/youtube/channel/UCTa6bzbqjx604RGk9FTN7bg,2022-09-14T05:55:02+00Z,noxinfluencer
22,avgview weekly,2.5,L'Oréal Paris Indonesia,Pendidikan,89.4RB,4.21JT,https://www.noxinfluencer.com/youtube/channel/UCkWwW6alB0DURnZOl5RxSJw,2022-09-14T05:55:02+00Z,noxinfluencer
23,avgview weekly,3.5,Gerrard Wijaya,Game,4.08JT,4.17JT,https://www.noxinfluencer.com/youtube/channel/UCkzbfqQmXyAPY_XEsJvkcWg,2022-09-14T05:55:02+00Z,noxinfluencer
24,avgview weekly,3.5,DC. PRODUCTION,Musik,1.98JT,3.88JT,https://www.noxinfluencer.com/youtube/channel/UC7FE8E7nCP-sJO8o4FTo93Q,2022-09-14T05:55:02+00Z,noxinfluencer
25,avgview weekly,4.5,Billy karavdic,Komedi,2.43JT,3.75JT,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-14T05:55:02+00Z,noxinfluencer
26,avgview weekly,4,bobacott,Game,1.72JT,3.65JT,https://www.noxinfluencer.com/youtube/channel/UC0CxleerqkHYVcJieek39rw,2022-09-14T05:55:02+00Z,noxinfluencer
27,avgview weekly,2,AHHA MUSIC,Musik,1.34JT,3.55JT,https://www.noxinfluencer.com/youtube/channel/UC6kwA_uLrl-a3EdkY_aDJ-w,2022-09-14T05:55:02+00Z,noxinfluencer
28,avgview weekly,2,Arvian Dwi,Musik,1.21JT,3.46JT,https://www.noxinfluencer.com/youtube/channel/UCDiZ0buP7Mx3k9bWULlNUfQ,2022-09-14T05:55:02+00Z,noxinfluencer
