rank,filter,grade,name,category,uploads,subscribers,views,stats_url,date_scraped,source
83,video views,B+,Berita Heboh,entertainment,448,--,129569596,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
84,video views,A-,Ricis Official,people,121,1.24M,129551344,https://socialblade.com/youtube/user/4ts4q_cno5jvciuxxqoopa,2022-09-15T03:46:01+00Z,socialblade
85,video views,B+,Laurentius Rando,people,371,606K,128499566,https://socialblade.com/youtube/user/2owfimd-wxblrlcaaelobq,2022-09-15T03:46:01+00Z,socialblade
86,video views,B+,impactmusik,music,565,168K,127628711,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
87,video views,B,Google Indonesia,entertainment,271,182K,122774707,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
88,video views,A-,alwiyan syafir,entertainment,1432,85.8K,119136493,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
89,video views,B+,alfarecords,music,154,104K,118250097,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
90,video views,B+,Salshabilla TV,music,142,698K,115312178,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
91,video views,B+,Ria Yaya Riya,people,133,467K,114580867,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
92,video views,B+,Bayu Skak,comedy,183,1.16M,113793894,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
93,video views,B+,Arief Muhammad,entertainment,145,814K,110994861,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
94,video views,B+,Samsung Indonesia,tech,266,102K,110647674,https://socialblade.com/youtube/channel/,2022-09-15T03:46:01+00Z,socialblade
