rank,filter,grade,name,category,uploads,subscribers,views,stats_url,date_scraped,source
11,video views,A,Mikael TubeHD,people,1220,9.06M,5995646082,https://socialblade.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-14T03:39:01+00Z,socialblade
12,video views,A-,Zuni and Family,people,178,16.4M,5966426993,https://socialblade.com/youtube/channel/UCAelPgCHWYyEs8-TFuOVRtg,2022-09-14T03:39:01+00Z,socialblade
13,video views,A,Mikael Family,people,1528,5.52M,5838721495,https://socialblade.com/youtube/channel/UC6SnUbITMvm6nfC7G1PPtUA,2022-09-14T03:39:01+00Z,socialblade
14,video views,B+,Rans Entertainment,entertainment,3115,24.1M,5757783476,https://socialblade.com/youtube/channel/UCvA9_f5Lwk-poMynabtrZPg,2022-09-14T03:39:01+00Z,socialblade
15,video views,A,tvOneNews,news,65901,9.4M,5604556787,https://socialblade.com/youtube/channel/UCER4rvDnRBPr_ncYW4UCZjg,2022-09-14T03:39:01+00Z,socialblade
16,video views,B+,GNP Music,music,819,10.3M,5527146481,https://socialblade.com/youtube/channel/UCJYG48dCgMA-p5BVDabi3nQ,2022-09-14T03:39:01+00Z,socialblade
17,video views,A-,Frost Diamond,games,2235,22.5M,5458461711,https://socialblade.com/youtube/channel/UC4hGmH5sABOA70D4fGb8qNQ,2022-09-14T03:39:01+00Z,socialblade
18,video views,A,Tribun Timur,news,42575,6.26M,5425974734,https://socialblade.com/youtube/channel/UCK6c4qk3hRaa6fMIEZrhiXQ,2022-09-14T03:39:01+00Z,socialblade
19,video views,A,Tribunnews,news,154934,7.94M,5406511558,https://socialblade.com/youtube/channel/UCmxAIW7RDDC88EPk4ry16Kg,2022-09-14T03:39:01+00Z,socialblade
20,video views,B+,MiawAug,games,3326,18.3M,5315015233,https://socialblade.com/youtube/channel/UC3J4Q1grz46bdJ7NJLd4DGw,2022-09-14T03:39:01+00Z,socialblade
21,video views,A-,Little Angel Bahasa Indonesia - La…,education,393,10M,5244686908,https://socialblade.com/youtube/channel/UCdrHrQf0o0TO8YDntXJ4VIQ,2022-09-14T03:39:01+00Z,socialblade
22,video views,B+,Ricis Official,entertainment,2042,30.5M,5186479790,https://socialblade.com/youtube/channel/UC4tS4Q_Cno5JVcIUXxQOOpA,2022-09-14T03:39:01+00Z,socialblade
23,video views,B+,Troom Troom Indonesia,people,1591,12M,5045515333,https://socialblade.com/youtube/channel/UCtGmhXT_NSTK5j_r9a9xdYA,2022-09-14T03:39:01+00Z,socialblade
24,video views,A-,CNN Indonesia,news,73820,9.72M,5009467752,https://socialblade.com/youtube/channel/UCKII0Ml9S5wneKbHswmUrIQ,2022-09-14T03:39:01+00Z,socialblade
25,video views,A,Klara Tania,film,960,4.92M,4723203464,https://socialblade.com/youtube/channel/UC4rHBMP2rGPuFk9F-JlGzbQ,2022-09-14T03:39:01+00Z,socialblade
26,video views,A-,Lagu Anak Indonesia Balita,education,502,9.33M,4531831449,https://socialblade.com/youtube/channel/UC5Tg_aUYKBtpnGipTVqDDuQ,2022-09-14T03:39:01+00Z,socialblade
27,video views,B+,Kerajinan 5-Menit,howto,3456,15.2M,4497954987,https://socialblade.com/youtube/channel/UClIYfCAhMAlacxT0e_sl1uA,2022-09-14T03:39:01+00Z,socialblade
28,video views,B+,Ini Talk Show,comedy,6050,9.86M,4483551385,https://socialblade.com/youtube/channel/UCo1CFjot3CX97sn_ngJnGPg,2022-09-14T03:39:01+00Z,socialblade
29,video views,B+,Baim Paula,entertainment,1987,20.8M,4287418755,https://socialblade.com/youtube/channel/UC5xAPCVizxOfnMECMXkal2Q,2022-09-14T03:39:01+00Z,socialblade
30,video views,A-,Deddy Corbuzier,entertainment,1155,19.4M,4195891173,https://socialblade.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-14T03:39:01+00Z,socialblade
31,video views,B+,AH,entertainment,1839,29.9M,4115845661,https://socialblade.com/youtube/channel/UCaKLg1ELiX0zTJ6Je3c5esA,2022-09-14T03:39:01+00Z,socialblade
32,video views,B+,NAGASWARA Official Video | Indones…,music,1534,8.43M,4054145229,https://socialblade.com/youtube/channel/UChvdpkJqIaVo7kbKPtmKXhA,2022-09-14T03:39:01+00Z,socialblade
33,video views,A-,Yudist Ardhana,entertainment,2162,11.9M,4045623887,https://socialblade.com/youtube/channel/UCvc00uetYIML9D-7BBrEXLA,2022-09-14T03:39:01+00Z,socialblade
34,video views,B+,Netmediatama,entertainment,30845,8.13M,3986577328,https://socialblade.com/youtube/channel/UCrmgXElfpFPD9LDc_0aUfew,2022-09-14T03:39:01+00Z,socialblade
35,video views,A,Ale Khin,film,824,3.36M,3860202384,https://socialblade.com/youtube/channel/UCDiKM_-ueawxR2gQsCl8Biw,2022-09-14T03:39:01+00Z,socialblade
36,video views,B+,MD Entertainment,film,13520,7.81M,3786460960,https://socialblade.com/youtube/channel/UC3e0KfJEE6s46nn6_N-DMaQ,2022-09-14T03:39:01+00Z,socialblade
37,video views,A-,Tayo Bus Kecil - Tayo Bahasa Indon…,education,847,9.01M,3780048779,https://socialblade.com/youtube/channel/UCUaZwCnn6Z-16BmkKngSs0g,2022-09-14T03:39:01+00Z,socialblade
38,video views,B+,Upin & Ipin,entertainment,700,9.02M,3675769141,https://socialblade.com/youtube/channel/UChzn43FSMt_2TR97COECjRw,2022-09-14T03:39:01+00Z,socialblade
39,video views,A-,Heidi dan Zidane,people,469,6.79M,3642041396,https://socialblade.com/youtube/channel/UCcp_vTc53n_HfHRShAAEyCw,2022-09-14T03:39:01+00Z,socialblade
40,video views,A-,Official iNews,news,212613,5.96M,3612823179,https://socialblade.com/youtube/channel/UCoSkllfpgmFHtbVK835QaQg,2022-09-14T03:39:01+00Z,socialblade
41,video views,B+,Trinity Optima Production,music,1419,5.88M,3542516904,https://socialblade.com/youtube/channel/UCebb7o98FEA73WjNsCja5Xg,2022-09-14T03:39:01+00Z,socialblade
42,video views,B+,Arif muhammad,comedy,439,14.5M,3457751864,https://socialblade.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T03:39:01+00Z,socialblade
43,video views,B+,Cumicumi,entertainment,57551,7.36M,3437580782,https://socialblade.com/youtube/channel/UC5A_pdnOOcMsaBzFAHiTMLg,2022-09-14T03:39:01+00Z,socialblade
